#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     1.59636     1.59636           0
           2     1.59704      1.5967 0.000239879
           3     1.59637     1.59659 0.000183313
           4     1.59648     1.59656 0.000139613
           5     1.59643     1.59653 0.000113976
           6      1.5957     1.59639 0.000158614
           7     1.59648     1.59641 0.000136401
           8     1.59679     1.59645 0.000127437
           9     1.59645     1.59645 0.000113278
          10     1.59663     1.59647 0.000103238
          11     1.59641     1.59647 9.40281e-05
          12     1.59702     1.59651 9.68993e-05
          13     1.59602     1.59647 9.65862e-05
          14     1.59626     1.59646 9.09135e-05
          15     1.59636     1.59645 8.51059e-05
          16     1.59678     1.59647 8.22177e-05
          17     1.59665     1.59648 7.80798e-05
          18     1.59642     1.59648 7.38149e-05
          19     1.59665     1.59649 7.04826e-05
          20     1.59601     1.59646 7.09436e-05
          21     1.59569     1.59643 7.65428e-05
          22     1.59618     1.59642 7.38953e-05
          23     1.59644     1.59642 7.06911e-05
          24     1.59635     1.59641 6.77953e-05
          25     1.59639     1.59641 6.50925e-05
          26     1.59633     1.59641  6.2665e-05
          27     1.59616      1.5964 6.10359e-05
          28     1.59635      1.5964  5.8882e-05
          29     1.59631      1.5964  5.6929e-05
          30     1.59667     1.59641 5.57354e-05
          31     1.59616      1.5964 5.44988e-05
          32     1.59637      1.5964 5.28033e-05
          33     1.59629     1.59639 5.13021e-05
          34     1.59681     1.59641 5.12191e-05
          35     1.59647     1.59641  4.9792e-05
          36     1.59628      1.5964 4.85326e-05
          37     1.59623      1.5964 4.74409e-05
          38     1.59614     1.59639 4.66879e-05
          39     1.59647     1.59639 4.55324e-05
          40     1.59613     1.59639 4.48759e-05
          41     1.59644     1.59639 4.37972e-05
          42     1.59682      1.5964 4.39692e-05
          43     1.59695     1.59641 4.47677e-05
          44      1.5961      1.5964 4.43044e-05
          45     1.59652     1.59641 4.33979e-05
          46     1.59606      1.5964 4.31005e-05
          47     1.59628      1.5964 4.22567e-05
          48     1.59659      1.5964 4.15639e-05
          49     1.59698     1.59641 4.23553e-05
          50     1.59694     1.59642 4.28217e-05
          51      1.5964     1.59642 4.19846e-05
          52     1.59645     1.59642 4.11808e-05
          53     1.59589     1.59641 4.16099e-05
          54     1.59599     1.59641 4.15754e-05
          55     1.59666     1.59641 4.10848e-05
          56     1.59679     1.59642 4.09163e-05
          57     1.59642     1.59642 4.01985e-05
          58     1.59625     1.59641 3.96148e-05
          59     1.59555      1.5964 4.15805e-05
          60     1.59618      1.5964 4.10511e-05
          61     1.59632     1.59639 4.03974e-05
          62     1.59728     1.59641   4.218e-05
          63     1.59648     1.59641 4.15258e-05
          64     1.59689     1.59642 4.15535e-05
          65     1.59679     1.59642 4.13094e-05
          66     1.59575     1.59641  4.1913e-05
          67     1.59632     1.59641 4.13125e-05
          68     1.59625     1.59641 4.07744e-05
          69      1.5962     1.59641 4.02949e-05
          70     1.59627      1.5964 3.97673e-05
          71     1.59713     1.59641 4.04885e-05
          72     1.59622     1.59641 4.00167e-05
          73     1.59653     1.59641 3.94989e-05
          74      1.5961     1.59641 3.91968e-05
          75     1.59668     1.59641 3.88364e-05
          76     1.59631     1.59641 3.83474e-05
          77     1.59627     1.59641 3.78912e-05
          78     1.59673     1.59641 3.76237e-05
          79     1.59671     1.59642 3.73318e-05
          80     1.59607     1.59641  3.7118e-05
          81     1.59633     1.59641 3.66754e-05
          82     1.59674     1.59642 3.64468e-05
          83     1.59628     1.59641 3.60437e-05
          84     1.59652     1.59642  3.5637e-05
          85      1.5968     1.59642 3.54992e-05
          86     1.59641     1.59642 3.50867e-05
          87     1.59685     1.59643 3.50347e-05
          88     1.59677     1.59643  3.4861e-05
          89     1.59645     1.59643 3.44704e-05
          90     1.59679     1.59643 3.43221e-05
          91      1.5968     1.59644 3.41816e-05
          92     1.59635     1.59644 3.38236e-05
          93     1.59643     1.59644   3.346e-05
          94     1.59662     1.59644 3.31625e-05
          95     1.59688     1.59644 3.31408e-05
          96     1.59683     1.59645 3.30355e-05
          97     1.59677     1.59645 3.28665e-05
          98     1.59672     1.59645   3.265e-05
          99     1.59607     1.59645 3.25496e-05
         100     1.59715     1.59646 3.29733e-05
         101     1.59623     1.59645 3.27203e-05
         102      1.5962     1.59645 3.24952e-05
         103     1.59634     1.59645 3.21989e-05
         104     1.59669     1.59645 3.19703e-05
         105     1.59656     1.59645 3.16818e-05
         106     1.59667     1.59646 3.14468e-05
         107     1.59724     1.59646 3.19962e-05
         108     1.59601     1.59646 3.19719e-05
         109     1.59631     1.59646 3.17097e-05
         110     1.59682     1.59646 3.15904e-05
         111     1.59638     1.59646  3.1314e-05
         112     1.59638     1.59646 3.10421e-05
         113     1.59656     1.59646 3.07808e-05
         114     1.59643     1.59646 3.05121e-05
         115     1.59612     1.59646 3.03909e-05
         116     1.59663     1.59646 3.01637e-05
         117       1.596     1.59645 3.01605e-05
         118     1.59639     1.59645 2.99103e-05
         119     1.59617     1.59645 2.97534e-05
         120      1.5969     1.59646 2.97434e-05
         121     1.59601     1.59645 2.97258e-05
         122     1.59632     1.59645 2.95007e-05
         123     1.59657     1.59645 2.92768e-05
         124     1.59567     1.59645 2.97057e-05
         125      1.5958     1.59644 2.99115e-05
         126     1.59633     1.59644 2.96874e-05
         127     1.59629     1.59644 2.94769e-05
         128     1.59603     1.59643 2.94197e-05
         129     1.59618     1.59643 2.92566e-05
         130     1.59711     1.59644 2.94855e-05
         131     1.59614     1.59644 2.93501e-05
         132     1.59637     1.59644 2.91324e-05
         133     1.59615     1.59643 2.89937e-05
         134     1.59603     1.59643 2.89324e-05
         135      1.5958     1.59643 2.90872e-05
         136      1.5964     1.59643 2.88737e-05
         137     1.59629     1.59642 2.86792e-05
         138     1.59682     1.59643 2.86163e-05
         139     1.59685     1.59643 2.85687e-05
         140      1.5967     1.59643 2.84311e-05
         141     1.59635     1.59643  2.8235e-05
         142     1.59641     1.59643 2.80367e-05
         143     1.59629     1.59643 2.78572e-05
         144     1.59666     1.59643 2.77092e-05
         145     1.59654     1.59643 2.75276e-05
         146     1.59624     1.59643 2.73712e-05
         147     1.59612     1.59643 2.72692e-05
         148     1.59671     1.59643 2.71529e-05
         149     1.59627     1.59643 2.69914e-05
         150     1.59589     1.59643 2.70504e-05
         151     1.59635     1.59643 2.68761e-05
         152     1.59639     1.59643 2.67006e-05
         153      1.5968     1.59643 2.66386e-05
         154     1.59682     1.59643  2.6585e-05
         155     1.59682     1.59643 2.65323e-05
         156     1.59619     1.59643 2.64097e-05
         157     1.59606     1.59643 2.63467e-05
         158     1.59673     1.59643 2.62473e-05
         159     1.59651     1.59643 2.60875e-05
         160     1.59642     1.59643 2.59246e-05
         161     1.59607     1.59643 2.58632e-05
         162     1.59621     1.59643 2.57396e-05
         163      1.5962     1.59643 2.56198e-05
         164     1.59645     1.59643 2.54641e-05
         165     1.59624     1.59643  2.5336e-05
         166     1.59701     1.59643 2.54259e-05
         167      1.5968     1.59643 2.53688e-05
         168     1.59536     1.59643 2.60071e-05
         169     1.59605     1.59642 2.59475e-05
         170     1.59624     1.59642 2.58171e-05
         171      1.5967     1.59642 2.57178e-05
         172     1.59685     1.59643 2.56881e-05
         173     1.59658     1.59643 2.55548e-05
         174     1.59656     1.59643 2.54188e-05
         175     1.59675     1.59643 2.53412e-05
         176     1.59653     1.59643 2.52042e-05
         177     1.59678     1.59643 2.51398e-05
         178     1.59679     1.59643 2.50775e-05
         179     1.59629     1.59643 2.49498e-05
         180     1.59611     1.59643 2.48761e-05
         181     1.59699     1.59643 2.49283e-05
         182     1.59691     1.59644 2.49257e-05
         183      1.5961     1.59644 2.48569e-05
         184     1.59644     1.59644 2.47218e-05
         185     1.59697     1.59644 2.47553e-05
         186     1.59655     1.59644 2.46301e-05
         187     1.59609     1.59644 2.45677e-05
         188     1.59671     1.59644 2.44796e-05
         189      1.5963     1.59644 2.43603e-05
         190     1.59653     1.59644 2.42374e-05
         191     1.59664     1.59644 2.41347e-05
         192     1.59646     1.59644 2.40092e-05
         193     1.59688     1.59644 2.39919e-05
         194     1.59578     1.59644 2.41123e-05
         195     1.59675     1.59644 2.40416e-05
         196     1.59638     1.59644 2.39209e-05
         197     1.59644     1.59644 2.37995e-05
         198     1.59615     1.59644 2.37231e-05
         199     1.59665     1.59644  2.3628e-05
         200      1.5961     1.59644 2.35721e-05
         201     1.59653     1.59644 2.34595e-05
         202     1.59687     1.59644  2.3442e-05
         203     1.59659     1.59644 2.33377e-05
         204     1.59614     1.59644 2.32711e-05
         205      1.5967     1.59644 2.31926e-05
         206     1.59711     1.59644 2.33067e-05
         207     1.59652     1.59644  2.3197e-05
         208     1.59671     1.59645 2.31215e-05
         209     1.59645     1.59645 2.30109e-05
         210     1.59639     1.59645  2.2903e-05
         211     1.59663     1.59645 2.28115e-05
         212     1.59682     1.59645 2.27715e-05
         213     1.59681     1.59645 2.27268e-05
         214     1.59619     1.59645 2.26527e-05
         215     1.59646     1.59645 2.25474e-05
         216     1.59612     1.59645 2.24952e-05
         217     1.59679     1.59645 2.24464e-05
         218     1.59663     1.59645 2.23582e-05
         219     1.59684     1.59645 2.23278e-05
         220     1.59664     1.59645 2.22434e-05
         221     1.59655     1.59645  2.2147e-05
         222     1.59704     1.59645 2.22059e-05
         223     1.59658     1.59646 2.21136e-05
         224     1.59636     1.59646 2.20194e-05
         225     1.59658     1.59646  2.1929e-05
         226     1.59602     1.59645  2.1916e-05
         227     1.59669     1.59645 2.18446e-05
         228     1.59642     1.59645 2.17493e-05
         229     1.59624     1.59645 2.16744e-05
         230     1.59727     1.59646  2.1872e-05
         231     1.59638     1.59646 2.17796e-05
         232     1.59674     1.59646 2.17194e-05
         233     1.59656     1.59646 2.16307e-05
         234     1.59657     1.59646 2.15436e-05
         235     1.59678     1.59646 2.14952e-05
         236     1.59648     1.59646 2.14042e-05
         237     1.59625     1.59646 2.13328e-05
         238     1.59613     1.59646 2.12868e-05
         239     1.59657     1.59646 2.12028e-05
         240     1.59712     1.59646 2.12925e-05
         241     1.59653     1.59646 2.12059e-05
         242     1.59642     1.59646  2.1119e-05
         243     1.59627     1.59646 2.10462e-05
         244     1.59659     1.59646 2.09667e-05
         245     1.59667     1.59646 2.08982e-05
         246      1.5966     1.59646 2.08207e-05
         247     1.59631     1.59646 2.07461e-05
         248     1.59673     1.59646 2.06906e-05
         249     1.59717     1.59647  2.0801e-05
         250     1.59648     1.59647 2.07179e-05
         251     1.59645     1.59647 2.06354e-05
         252     1.59649     1.59647 2.05537e-05
         253     1.59654     1.59647 2.04746e-05
         254     1.59653     1.59647 2.03956e-05
         255      1.5962     1.59647 2.03418e-05
         256     1.59637     1.59647  2.0266e-05
         257     1.59638     1.59646   2.019e-05
         258     1.59586     1.59646 2.02471e-05
         259     1.59623     1.59646 2.01887e-05
         260     1.59697     1.59646 2.02055e-05
         261     1.59643     1.59646 2.01285e-05
         262     1.59637     1.59646 2.00549e-05
         263     1.59599     1.59646 2.00594e-05
         264     1.59598     1.59646  2.0066e-05
         265     1.59641     1.59646  1.9991e-05
         266     1.59612     1.59646 1.99572e-05
         267     1.59606     1.59646 1.99376e-05
         268     1.59661     1.59646 1.98717e-05
         269     1.59611     1.59646 1.98388e-05
         270     1.59673     1.59646 1.97912e-05
         271     1.59687     1.59646 1.97774e-05
         272     1.59631     1.59646 1.97121e-05
         273     1.59612     1.59646 1.96778e-05
         274     1.59615     1.59646 1.96388e-05
         275     1.59665     1.59646 1.95796e-05
         276     1.59722     1.59646 1.97013e-05
         277     1.59616     1.59646 1.96599e-05
         278     1.59708     1.59646 1.97167e-05
         279     1.59674     1.59646 1.96714e-05
         280     1.59657     1.59646 1.96052e-05
         281     1.59644     1.59646 1.95356e-05
         282     1.59653     1.59646  1.9468e-05
         283     1.59683     1.59646 1.94421e-05
         284     1.59648     1.59646 1.93738e-05
         285     1.59636     1.59646  1.9309e-05
         286     1.59648     1.59646 1.92416e-05
         287     1.59681     1.59646 1.92121e-05
         288     1.59631     1.59646 1.91526e-05
         289     1.59663     1.59646 1.90952e-05
         290     1.59628     1.59646 1.90396e-05
         291     1.59658     1.59646 1.89785e-05
         292     1.59629     1.59646  1.8923e-05
         293     1.59627     1.59646 1.88699e-05
         294     1.59697     1.59646 1.88858e-05
         295     1.59588     1.59646 1.89259e-05
         296     1.59641     1.59646 1.88627e-05
         297     1.59567     1.59646 1.89873e-05
         298     1.59618     1.59646 1.89469e-05
         299     1.59637     1.59646 1.88859e-05
         300     1.59631     1.59646 1.88295e-05
         301     1.59675     1.59646 1.87923e-05
         302     1.59683     1.59646 1.87706e-05
         303      1.5972     1.59646 1.88658e-05
         304     1.59646     1.59646 1.88037e-05
         305     1.59695     1.59646 1.88092e-05
         306     1.59671     1.59646 1.87648e-05
         307     1.59641     1.59646 1.87044e-05
         308     1.59671     1.59647 1.86605e-05
         309     1.59677     1.59647 1.86258e-05
         310     1.59605     1.59646 1.86136e-05
         311     1.59655     1.59647 1.85559e-05
         312     1.59697     1.59647 1.85654e-05
         313     1.59644     1.59647 1.85063e-05
         314     1.59656     1.59647 1.84497e-05
         315     1.59687     1.59647  1.8435e-05
         316     1.59669     1.59647   1.839e-05
         317     1.59678     1.59647 1.83576e-05
         318     1.59637     1.59647 1.83023e-05
         319     1.59706     1.59647 1.83387e-05
         320      1.5963     1.59647  1.8289e-05
         321     1.59704     1.59647 1.83182e-05
         322     1.59611     1.59647 1.82967e-05
         323     1.59669     1.59647  1.8253e-05
         324     1.59647     1.59647 1.81966e-05
         325     1.59702     1.59647 1.82178e-05
         326     1.59592     1.59647 1.82397e-05
         327     1.59642     1.59647 1.81845e-05
         328      1.5961     1.59647  1.8164e-05
         329     1.59627     1.59647 1.81187e-05
         330     1.59648     1.59647 1.80638e-05
         331     1.59678     1.59647 1.80327e-05
         332     1.59683     1.59647 1.80099e-05
         333     1.59593     1.59647 1.80303e-05
         334     1.59634     1.59647 1.79803e-05
         335     1.59615     1.59647 1.79513e-05
         336     1.59647     1.59647 1.78979e-05
         337     1.59665     1.59647 1.78525e-05
         338     1.59642     1.59647 1.78004e-05
         339       1.597     1.59647 1.78159e-05
         340     1.59644     1.59647 1.77638e-05
         341     1.59668     1.59647 1.77222e-05
         342     1.59668     1.59647 1.76803e-05
         343      1.5966     1.59647 1.76326e-05
         344     1.59682     1.59647 1.76094e-05
         345     1.59627     1.59647  1.7568e-05
         346     1.59601     1.59647 1.75677e-05
         347     1.59618     1.59647 1.75375e-05
         348     1.59671     1.59647 1.75003e-05
         349     1.59652     1.59647 1.74506e-05
         350     1.59688     1.59647 1.74398e-05
         351     1.59648     1.59647 1.73901e-05
         352     1.59672     1.59647 1.73549e-05
         353     1.59638     1.59647 1.73076e-05
         354     1.59704     1.59648 1.73327e-05
         355     1.59663     1.59648 1.72891e-05
         356     1.59626     1.59648 1.72515e-05
         357     1.59669     1.59648 1.72141e-05
         358      1.5963     1.59648 1.71727e-05
         359     1.59711     1.59648 1.72148e-05
         360     1.59706     1.59648 1.72425e-05
         361     1.59642     1.59648 1.71956e-05
         362     1.59659     1.59648  1.7151e-05
         363     1.59663     1.59648 1.71086e-05
         364     1.59643     1.59648 1.70622e-05
         365      1.5961     1.59648 1.70478e-05
         366     1.59675     1.59648 1.70178e-05
         367     1.59686     1.59648 1.70033e-05
         368     1.59637     1.59648 1.69597e-05
         369     1.59679     1.59648 1.69348e-05
         370     1.59602     1.59648  1.6934e-05
         371     1.59591     1.59648 1.69585e-05
         372     1.59645     1.59648 1.69131e-05
         373     1.59635     1.59648 1.68712e-05
         374     1.59647     1.59648 1.68261e-05
         375     1.59596     1.59648  1.6838e-05
         376     1.59608     1.59647 1.68267e-05
         377     1.59599     1.59647 1.68309e-05
         378     1.59677     1.59647 1.68053e-05
         379     1.59608     1.59647 1.67932e-05
         380     1.59692     1.59647 1.67893e-05
         381     1.59656     1.59647 1.67469e-05
         382     1.59613     1.59647 1.67266e-05
         383     1.59672     1.59647 1.66954e-05
         384     1.59653     1.59647 1.66525e-05
         385     1.59617     1.59647 1.66282e-05
