#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         233     1.27608     1.40252     0.01035
         234     1.29294     1.40206   0.0103164
         235     1.30234     1.40163   0.0102812
         236      1.2828     1.40113     0.01025
         237     1.27538      1.4006   0.0102205
         238     1.27349     1.40006   0.0101915
         239     1.29268     1.39961   0.0101587
         240     1.28401     1.39913   0.0101278
         241     1.28265     1.39865   0.0100973
         242     1.27309     1.39813   0.0100689
         243     1.27936     1.39764   0.0100393
         244     1.27732     1.39715   0.0100103
         245     1.27933     1.39667  0.00998096
         246     1.28324     1.39621  0.00995103
         247      1.3061     1.39584  0.00991743
         248     1.28645      1.3954  0.00988724
         249     1.28112     1.39494  0.00985818
         250     1.30054     1.39456  0.00982598
         251     1.30753     1.39422  0.00979295
         252     1.30767     1.39387  0.00976011
         253     1.30514     1.39352  0.00972783
         254     1.29455     1.39313  0.00969733
         255     1.27339     1.39266  0.00967067
         256     1.26271     1.39216   0.0096462
         257     1.26541     1.39166  0.00962127
         258     1.29691      1.3913  0.00959098
         259     1.32714     1.39105  0.00955715
         260     1.33436     1.39083  0.00952288
         261      1.3247     1.39058  0.00948976
         262     1.30809     1.39026  0.00945876
         263     1.30236     1.38993   0.0094287
         264      1.3042      1.3896  0.00939858
         265      1.3037     1.38928   0.0093687
         266     1.30651     1.38897  0.00933864
         267     1.30714     1.38866  0.00930869
         268     1.30987     1.38837   0.0092786
         269     1.31171     1.38808  0.00924848
         270     1.30303     1.38777  0.00921959
         271      1.3157      1.3875  0.00918941
         272     1.31656     1.38724  0.00915932
         273     1.32914     1.38703  0.00912824
         274      1.3423     1.38686  0.00909639
         275     1.33005     1.38666  0.00906565
         276     1.31521      1.3864   0.0090365
         277     1.34657     1.38625  0.00900502
         278     1.35308     1.38614  0.00897342
         279     1.34185     1.38598  0.00894266
         280     1.32838     1.38577  0.00891309
         281     1.30559     1.38549  0.00888594
         282     1.28782     1.38514  0.00886117
         283     1.27191     1.38474  0.00883889
         284     1.28441     1.38439  0.00881482
         285     1.29621     1.38408  0.00878932
         286     1.30277     1.38379  0.00876319
         287     1.30079      1.3835  0.00873743
         288     1.30769     1.38324  0.00871105
         289     1.30199     1.38296  0.00868545
         290     1.29163     1.38264   0.0086612
         291     1.29357     1.38234  0.00863685
         292     1.30968     1.38209  0.00861085
         293     1.31374     1.38186  0.00858462
         294     1.32402     1.38166  0.00855768
         295     1.30431      1.3814  0.00853268
         296     1.29533     1.38111  0.00850881
         297     1.30061     1.38083  0.00848448
         298     1.32868     1.38066  0.00845781
         299     1.34374     1.38054  0.00843043
         300     1.34056      1.3804  0.00840338
         301     1.34151     1.38027  0.00837645
         302     1.33685     1.38013  0.00834995
         303     1.35381     1.38004  0.00832284
         304     1.34621     1.37993  0.00829621
         305     1.34956     1.37983  0.00826961
         306     1.31769     1.37963  0.00824507
         307      1.3021     1.37938  0.00822208
         308     1.31639     1.37917  0.00819793
         309     1.30877     1.37894  0.00817457
         310     1.31372     1.37873   0.0081509
         311     1.33693      1.3786   0.0081258
         312     1.34191     1.37848  0.00810061
         313     1.33952     1.37836  0.00807569
         314     1.36079      1.3783  0.00805016
         315     1.33479     1.37816  0.00802579
         316     1.31682     1.37797  0.00800274
         317     1.30805     1.37775  0.00798053
         318     1.28646     1.37746   0.0079606
         319     1.29042     1.37719  0.00794032
         320     1.31334     1.37699  0.00791801
         321     1.32723     1.37683  0.00789486
         322     1.34625     1.37674  0.00787092
         323     1.32367     1.37657  0.00784826
         324     1.30954     1.37637  0.00782677
         325     1.30082     1.37614  0.00780613
         326     1.29637     1.37589  0.00778602
         327     1.29286     1.37564  0.00776635
         328     1.29315     1.37539  0.00774674
         329     1.29872     1.37515   0.0077267
         330     1.31599     1.37497  0.00770537
         331     1.31568     1.37479  0.00768417
         332     1.31728     1.37462  0.00766298
         333     1.30707     1.37442  0.00764265
         334     1.31557     1.37424   0.0076218
         335     1.33954     1.37414  0.00759975
         336     1.35511     1.37408  0.00757734
         337     1.35806     1.37403  0.00755501
         338     1.34488     1.37395  0.00753315
         339     1.34193     1.37385  0.00751152
         340     1.33052     1.37373  0.00749051
         341     1.34263     1.37363   0.0074691
         342     1.34252     1.37354  0.00744781
         343     1.35521     1.37349  0.00742629
         344      1.3511     1.37343  0.00740499
         345     1.34869     1.37335  0.00738387
         346     1.34392     1.37327  0.00736302
         347     1.34765     1.37319  0.00734217
         348     1.34069      1.3731  0.00732167
         349     1.35705     1.37306  0.00730083
         350     1.38646     1.37309  0.00728007
         351     1.40922      1.3732  0.00726006
         352     1.39264     1.37325  0.00723964
         353     1.37745     1.37326  0.00721915
         354      1.3683     1.37325  0.00719877
         355     1.37544     1.37326  0.00717849
         356     1.36153     1.37322   0.0071584
         357      1.3547     1.37317  0.00713854
         358     1.35463     1.37312  0.00711879
         359     1.36518      1.3731  0.00709899
         360     1.35055     1.37303  0.00707955
         361     1.34767     1.37296  0.00706028
         362     1.31964     1.37282  0.00704232
         363     1.30676     1.37263  0.00702527
         364     1.32828     1.37251  0.00700703
         365     1.32066     1.37237  0.00698927
         366     1.32873     1.37225  0.00697119
         367     1.34753     1.37218  0.00695252
         368     1.34762     1.37212  0.00693395
         369     1.34298     1.37204   0.0069156
         370     1.29857     1.37184  0.00689976
         371     1.29657     1.37164  0.00688415
         372     1.29229     1.37142  0.00686895
         373     1.29834     1.37123  0.00685333
         374     1.30267     1.37104  0.00683745
         375     1.29164     1.37083   0.0068225
         376     1.31543     1.37069  0.00680594
         377     1.32517     1.37056  0.00678896
         378      1.3252     1.37044  0.00677206
         379     1.31655      1.3703  0.00675569
         380     1.30952     1.37014   0.0067398
         381     1.30406     1.36997  0.00672434
         382     1.29986     1.36979  0.00670924
         383     1.30438     1.36961   0.0066939
         384     1.29762     1.36943  0.00667909
         385     1.28938     1.36922  0.00666498
         386     1.28925     1.36901  0.00665093
         387     1.31415     1.36887  0.00663526
         388     1.32951     1.36877  0.00661893
         389     1.34491     1.36871   0.0066022
         390     1.37889     1.36873  0.00658532
         391     1.36397     1.36872  0.00656849
         392     1.32211      1.3686  0.00655281
         393     1.32654      1.3685  0.00653701
         394      1.3264     1.36839  0.00652129
         395     1.35109     1.36834  0.00650493
         396     1.33999     1.36827   0.0064889
         397     1.32984     1.36818  0.00647328
         398     1.32053     1.36806  0.00645812
         399      1.3031     1.36789  0.00644398
         400     1.29925     1.36772  0.00643016
         401     1.29367     1.36754  0.00641678
         402     1.29593     1.36736  0.00640328
         403     1.30437      1.3672   0.0063893
         404     1.32049     1.36709  0.00637453
         405     1.31391     1.36696  0.00636015
         406     1.31362     1.36683  0.00634584
         407     1.33272     1.36674   0.0063308
         408     1.36835     1.36675  0.00631528
         409     1.37536     1.36677  0.00629988
         410     1.36603     1.36676  0.00628451
         411     1.36598     1.36676  0.00626922
         412     1.35514     1.36673  0.00625407
         413     1.35016     1.36669  0.00623905
         414      1.3443     1.36664  0.00622422
         415     1.33738     1.36657  0.00620962
         416     1.33645      1.3665  0.00619512
         417     1.33949     1.36643   0.0061806
         418     1.32643     1.36634  0.00616655
         419     1.35011      1.3663  0.00615196
         420     1.35226     1.36626   0.0061374
         421     1.36543     1.36626  0.00612282
         422     1.34257     1.36621  0.00610857
         423     1.35566     1.36618  0.00609418
         424     1.34885     1.36614  0.00607994
         425     1.34377     1.36609  0.00606587
         426     1.31732     1.36597  0.00605271
         427     1.30729     1.36584  0.00604009
         428     1.31962     1.36573  0.00602695
         429     1.33819     1.36566  0.00601324
         430     1.36794     1.36567  0.00599926
         431     1.37854      1.3657  0.00598541
         432     1.37903     1.36573  0.00597164
         433      1.3828     1.36577  0.00595797
         434     1.36052     1.36576  0.00594426
         435     1.34573     1.36571  0.00593077
         436      1.3509     1.36568  0.00591727
         437     1.35535     1.36565  0.00590377
         438     1.36667     1.36566  0.00589029
         439     1.41732     1.36577  0.00587805
         440       1.411     1.36588  0.00586559
         441     1.42124       1.366  0.00585363
         442     1.37868     1.36603  0.00584046
         443       1.363     1.36602  0.00582728
         444     1.33612     1.36596  0.00581455
         445      1.3615     1.36595  0.00580149
