#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1   -0.529509   -0.529509           0
           2   -0.520681   -0.525095  0.00312118
           3   -0.540273   -0.530154  0.00462529
           4   -0.574703   -0.541292   0.0102499
           5   -0.597366   -0.552506    0.012956
           6   -0.596012   -0.559757   0.0126642
           7   -0.580599   -0.562735   0.0111995
           8   -0.540256   -0.559925    0.010146
           9   -0.523627   -0.555892  0.00978745
          10   -0.549518   -0.555254  0.00882944
          11   -0.545163   -0.554337  0.00807428
          12   -0.556397   -0.554509  0.00740324
          13   -0.546392   -0.553884  0.00686004
          14   -0.538632   -0.552795  0.00645597
          15   -0.556203   -0.553022  0.00602956
          16   -0.581332   -0.554792  0.00590663
          17   -0.602867    -0.55762   0.0061993
          18   -0.621714    -0.56118   0.0068011
          19   -0.608603   -0.563676  0.00688592
          20   -0.635612   -0.567273  0.00742178
          21   -0.648626   -0.571147  0.00801591
          22    -0.63625   -0.574106  0.00817955
          23   -0.619853   -0.576095  0.00806212
          24   -0.610429   -0.577526   0.0078521
          25   -0.611257   -0.578875  0.00765306
          26   -0.633081    -0.58096  0.00763741
          27   -0.635819   -0.582992  0.00762002
          28   -0.647321   -0.585289  0.00768642
          29   -0.661381   -0.587913  0.00785646
          30   -0.688862   -0.591278  0.00828391
          31   -0.712194   -0.595179  0.00888766
          32   -0.773968   -0.600766   0.0102163
          33   -0.782807   -0.606282   0.0112983
          34   -0.841102   -0.613189   0.0129054
          35   -0.901341   -0.621422   0.0149336
          36   -0.995206   -0.631804   0.0177653
          37     -1.1142   -0.644842   0.0215444
          38    -1.27258   -0.661361   0.0265662
          39    -1.28079   -0.677244   0.0302627
          40    -1.22135   -0.690847   0.0324194
          41    -1.20234   -0.703323   0.0339444
          42    -1.16702   -0.714363   0.0348854
          43    -1.17742   -0.725132   0.0356975
          44    -1.20989   -0.736149   0.0365468
          45    -1.27756    -0.74818    0.037663
          46    -1.39563   -0.762255   0.0393866
          47    -1.58578   -0.779777   0.0422667
          48    -1.67948   -0.798521   0.0453522
          49    -1.59014   -0.814677   0.0472165
          50    -1.60399   -0.830463     0.04884
