#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1   -0.386664   -0.386664           0
           2   -0.407588   -0.397126  0.00739763
           3   -0.398166   -0.397473  0.00493987
           4   -0.384481   -0.394225  0.00465163
           5   -0.377533   -0.390887  0.00477112
           6   -0.356633   -0.385178  0.00655494
           7   -0.352121   -0.380455   0.0071192
           8   -0.399767   -0.382869  0.00662594
           9   -0.418551   -0.386834  0.00697572
          10   -0.456574   -0.393808  0.00912075
          11   -0.440319   -0.398036  0.00921972
          12   -0.414559   -0.399413   0.0085536
          13   -0.433146   -0.402008  0.00827987
          14   -0.447552   -0.405261  0.00830298
          15    -0.46523   -0.409259  0.00865862
          16   -0.480954    -0.41374  0.00920417
          17   -0.486154      -0.418  0.00959795
          18   -0.512588   -0.423255   0.0104043
          19   -0.511974   -0.427924   0.0108541
          20   -0.512344   -0.432145   0.0111018
          21   -0.466784   -0.433794    0.010695
          22   -0.474118   -0.435627   0.0103647
          23   -0.480174   -0.437564   0.0100934
          24   -0.511829   -0.440658   0.0101361
          25   -0.482228   -0.442321  0.00986609
          26   -0.450545   -0.442638  0.00949169
          27   -0.476919   -0.443907  0.00922468
          28   -0.519595    -0.44661  0.00928283
          29   -0.490777   -0.448133  0.00908681
          30   -0.478073   -0.449131  0.00883855
          31   -0.451537   -0.449209  0.00855377
          32   -0.461961   -0.449607  0.00829575
          33   -0.474016   -0.450347  0.00807727
          34   -0.422329   -0.449523  0.00788162
          35   -0.366913   -0.447163  0.00800205
          36    -0.37042   -0.445031  0.00805871
          37   -0.390424   -0.443555  0.00797491
          38   -0.396642   -0.442321  0.00786002
          39   -0.424256   -0.441857  0.00767212
          40   -0.458637   -0.442277  0.00749178
          41   -0.473011   -0.443026  0.00734646
          42   -0.440452   -0.442965   0.0071718
          43   -0.454411   -0.443231  0.00700995
          44   -0.454245   -0.443482   0.0068551
          45   -0.455795   -0.443755  0.00670822
          46   -0.462043   -0.444153  0.00657416
          47   -0.442653   -0.444121  0.00643436
          48   -0.421119   -0.443642  0.00631813
          49   -0.419675   -0.443153  0.00620809
          50   -0.422622   -0.442742   0.0060975
          51   -0.449679   -0.442878  0.00597946
          52   -0.434984   -0.442726  0.00586639
          53   -0.437801   -0.442633  0.00575644
          54   -0.440344   -0.442591     0.00565
          55   -0.440344    -0.44255  0.00554742
          56   -0.430029   -0.442326  0.00545286
          57   -0.416579   -0.441875  0.00537587
          58   -0.398393   -0.441125   0.0053352
          59   -0.419376   -0.440756  0.00525749
          60   -0.437037   -0.440694  0.00517023
