#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     1.59602     1.59602           0
           2     1.59622     1.59612 7.08751e-05
           3      1.5959     1.59605 7.66776e-05
           4     1.59609     1.59606 5.82047e-05
           5     1.59631     1.59611 6.47329e-05
           6     1.59616     1.59612 5.44957e-05
           7     1.59651     1.59617 6.98568e-05
           8      1.5957     1.59612 8.22909e-05
           9     1.59584     1.59608 7.85958e-05
          10     1.59678     1.59615 9.70065e-05
          11     1.59521     1.59607 0.000120559
          12     1.59671     1.59612 0.000121898
          13     1.59636     1.59614 0.000113856
          14     1.59635     1.59616  0.00010674
          15     1.59574     1.59613 0.000103106
          16     1.59674     1.59617 0.000103467
          17     1.59646     1.59618 9.88223e-05
          18     1.59633     1.59619 9.36598e-05
          19     1.59622     1.59619  8.8745e-05
          20     1.59656     1.59621 8.61521e-05
          21      1.5958     1.59619 8.42544e-05
          22      1.5963      1.5962  8.0568e-05
          23     1.59592     1.59618 7.79821e-05
          24     1.59544     1.59615 8.06127e-05
          25     1.59605     1.59615 7.75026e-05
          26     1.59557     1.59613 7.76745e-05
          27     1.59625     1.59613 7.49379e-05
          28       1.596     1.59613 7.24125e-05
          29     1.59598     1.59612 7.00903e-05
          30     1.59565     1.59611 6.95201e-05
          31      1.5965     1.59612  6.8422e-05
          32      1.5958     1.59611  6.6985e-05
          33     1.59635     1.59612 6.53398e-05
          34     1.59567      1.5961 6.47281e-05
          35     1.59672     1.59612 6.52288e-05
          36     1.59532      1.5961 6.71261e-05
          37     1.59673     1.59612 6.74722e-05
          38     1.59564      1.5961  6.6829e-05
          39     1.59552     1.59609 6.67399e-05
          40     1.59554     1.59607 6.64761e-05
          41     1.59555     1.59606 6.60747e-05
          42     1.59475     1.59603 7.15391e-05
          43      1.5941     1.59599 8.27206e-05
          44     1.59357     1.59593 9.73256e-05
          45     1.59301     1.59587 0.000114834
          46     1.59083     1.59576 0.000156091
          47     1.58993     1.59563 0.000195898
          48     1.58959     1.59551 0.000228723
          49     1.59288     1.59545  0.00023026
          50     1.59101     1.59536 0.000242206
