#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         364   -0.422738   -0.433176  0.00740218
         365   -0.433969   -0.433178   0.0073819
         366   -0.435738   -0.433185  0.00736173
         367   -0.432519   -0.433183  0.00734168
         368      -0.413   -0.433129  0.00732193
         369   -0.398154   -0.433034   0.0073027
         370   -0.425027   -0.433012    0.007283
         371   -0.400018   -0.432923  0.00726391
         372   -0.376323   -0.432771  0.00724597
         373   -0.383806    -0.43264  0.00722774
         374   -0.367828   -0.432466  0.00721049
         375   -0.358736    -0.43227  0.00719394
         376    -0.39044   -0.432159  0.00717567
         377   -0.423188   -0.432135  0.00715667
         378   -0.394656   -0.432036  0.00713843
         379   -0.337866   -0.431787  0.00712392
         380   -0.336429   -0.431536  0.00710959
         381   -0.343282   -0.431305   0.0070947
         382   -0.365554   -0.431132  0.00707822
         383   -0.379497   -0.430998  0.00706102
         384   -0.438575   -0.431017  0.00704266
         385   -0.444019   -0.431051  0.00702445
         386    -0.41449   -0.431008  0.00700638
         387   -0.387779   -0.430897  0.00698916
         388   -0.386125   -0.430781   0.0069721
         389   -0.398067   -0.430697  0.00695469
         390   -0.430483   -0.430697  0.00693686
         391   -0.359917   -0.430516  0.00692148
         392   -0.332331   -0.430265  0.00690835
         393   -0.325971       -0.43  0.00689587
         394   -0.367185    -0.42984  0.00688021
         395   -0.374608     -0.4297  0.00686421
         396   -0.357953   -0.429519  0.00684927
         397   -0.369987   -0.429369  0.00683365
         398   -0.391531   -0.429274  0.00681715
         399   -0.412652   -0.429233  0.00680019
         400   -0.375557   -0.429098  0.00678451
         401   -0.363105   -0.428934  0.00676959
         402   -0.354917    -0.42875  0.00675525
         403    -0.37835   -0.428625  0.00673965
         404   -0.394908   -0.428541  0.00672348
         405    -0.39527   -0.428459  0.00670738
         406   -0.381617   -0.428344  0.00669185
         407   -0.351693   -0.428155  0.00667806
         408    -0.36241   -0.427994  0.00666364
         409   -0.392671   -0.427908   0.0066479
         410   -0.420556    -0.42789  0.00663171
         411   -0.415082   -0.427859  0.00661565
         412   -0.424834   -0.427851   0.0065996
         413   -0.436353   -0.427872  0.00658365
         414   -0.415559   -0.427842  0.00656782
         415   -0.415623   -0.427813  0.00655206
         416   -0.412072   -0.427775  0.00653641
         417   -0.395251   -0.427697   0.0065212
         418   -0.405647   -0.427644  0.00650582
         419   -0.403333   -0.427586  0.00649055
         420   -0.402757   -0.427527  0.00647536
         421   -0.400602   -0.427463   0.0064603
         422   -0.378021   -0.427346  0.00644605
         423   -0.364452   -0.427197  0.00643253
         424   -0.354289   -0.427025  0.00641966
         425   -0.392636   -0.426944  0.00640506
         426   -0.442061    -0.42698  0.00639012
         427   -0.456722   -0.427049  0.00637554
         428   -0.443845   -0.427089  0.00636076
         429   -0.439207   -0.427117    0.006346
         430   -0.420847   -0.427102  0.00633126
         431   -0.428581   -0.427106  0.00631657
         432   -0.449622   -0.427158  0.00630216
         433   -0.428618   -0.427161  0.00628761
         434   -0.425567   -0.427158  0.00627312
         435   -0.409875   -0.427118  0.00625883
         436     -0.3912   -0.427036  0.00624501
         437   -0.391769   -0.426955  0.00623124
         438   -0.382769   -0.426854  0.00621783
         439   -0.414968   -0.426827  0.00620373
         440   -0.424647   -0.426822  0.00618963
         441   -0.437309   -0.426846  0.00617564
         442   -0.418846   -0.426828   0.0061617
         443   -0.399176   -0.426765   0.0061481
         444   -0.416641   -0.426742   0.0061343
         445   -0.430693   -0.426751  0.00612052
         446   -0.440607   -0.426782  0.00610688
         447   -0.440296   -0.426813  0.00609329
         448    -0.43725   -0.426836  0.00607973
         449   -0.435318   -0.426855  0.00606622
         450   -0.449401   -0.426905  0.00605295
         451   -0.422398   -0.426895  0.00603953
         452   -0.419634   -0.426879  0.00602619
         453   -0.421282   -0.426866   0.0060129
         454   -0.443316   -0.426903  0.00599977
         455   -0.462324   -0.426981  0.00598709
         456    -0.45538   -0.427043  0.00597428
         457   -0.453996   -0.427102   0.0059615
         458   -0.454471   -0.427162  0.00594878
         459   -0.440802   -0.427191   0.0059359
         460   -0.472883   -0.427291  0.00592382
         461   -0.459097    -0.42736  0.00591138
         462   -0.422579   -0.427349  0.00589859
         463   -0.396367   -0.427282  0.00588623
         464   -0.391034   -0.427204  0.00587406
         465   -0.369308    -0.42708  0.00586275
         466   -0.367278   -0.426951  0.00585157
         467   -0.423956   -0.426945  0.00583905
         468   -0.473935   -0.427045  0.00582743
         469   -0.461708   -0.427119  0.00581548
         470   -0.451661   -0.427171  0.00580334
         471   -0.479174   -0.427282  0.00579207
         472   -0.491526   -0.427418  0.00578139
         473   -0.518403    -0.42761  0.00577237
         474   -0.476722   -0.427714  0.00576112
         475   -0.450823   -0.427763   0.0057492
         476   -0.482252   -0.427877  0.00573826
         477   -0.512386   -0.428054  0.00572896
         478   -0.479409   -0.428162  0.00571799
         479   -0.474098   -0.428258  0.00570685
         480   -0.467226   -0.428339  0.00569554
         481   -0.513587   -0.428516  0.00568646
         482   -0.511361   -0.428688  0.00567726
         483   -0.511908    -0.42886  0.00566812
         484   -0.486126   -0.428978  0.00565764
         485   -0.480397   -0.429085  0.00564697
         486   -0.465301   -0.429159  0.00563584
         487   -0.446393   -0.429194  0.00562438
         488   -0.433042   -0.429202  0.00561286
         489   -0.415468   -0.429174  0.00560145
         490   -0.440224   -0.429197  0.00559006
         491   -0.457614   -0.429255  0.00557898
         492   -0.417617   -0.429231  0.00556769
         493    -0.39835   -0.429168  0.00555675
         494   -0.351108    -0.42901  0.00554775
         495   -0.357128   -0.428865  0.00553844
         496   -0.378038   -0.428763  0.00552822
         497   -0.384977   -0.428675   0.0055178
         498   -0.397971   -0.428613  0.00550706
         499   -0.407574   -0.428571  0.00549619
         500   -0.386921   -0.428487  0.00548583
