#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1     1.98348     1.98348           0
           2     2.00426     1.99387  0.00734786
           3     1.99477     1.99417  0.00490478
           4     1.98138     1.99097  0.00460415
           5     1.97441     1.98766  0.00472661
           6      1.9535     1.98197  0.00652129
           7     1.94809     1.97713  0.00716335
           8      1.9955     1.97942  0.00662568
           9     2.01442     1.98331  0.00693743
          10     2.05337     1.99032  0.00911908
          11      2.0365     1.99452  0.00920605
          12     2.01113      1.9959  0.00854236
          13     2.02919     1.99846  0.00826025
          14     2.04301     2.00164  0.00826044
          15     2.06132     2.00562  0.00861477
          16     2.07667     2.01006  0.00914931
          17     2.08213      2.0143  0.00954289
          18     2.10829     2.01952    0.010343
          19     2.10769     2.02416   0.0107895
          20     2.10907     2.02841   0.0110537
          21      2.0631     2.03006   0.0106501
          22     2.07024     2.03189   0.0103214
          23     2.07591      2.0338   0.0100485
          24     2.10828     2.03691   0.0100977
          25     2.07844     2.03857  0.00982948
          26     2.04696     2.03889  0.00945673
          27     2.07311     2.04016  0.00919101
          28     2.11533     2.04284  0.00924657
          29     2.08754     2.04438  0.00905529
          30     2.07508     2.04541  0.00881105
          31       2.048     2.04549  0.00852722
          32     2.05826     2.04589  0.00827008
          33     2.07043     2.04663  0.00805285
          34     2.01963     2.04584  0.00785507
          35     1.96361     2.04349  0.00797424
          36     1.96643     2.04135   0.0080349
          37     1.98734     2.03989  0.00794921
          38     1.99308     2.03866   0.0078349
          39     2.02002     2.03818  0.00764857
          40     2.05544     2.03861  0.00746951
          41      2.0695     2.03936  0.00732523
          42     2.03719     2.03931  0.00715101
          43     2.05106     2.03959  0.00698992
          44     2.05073     2.03984  0.00683565
          45     2.05222     2.04011  0.00668928
          46     2.05885     2.04052  0.00655625
          47     2.03968      2.0405  0.00641678
          48     2.01796     2.04003  0.00630026
          49      2.0164     2.03955  0.00619013
          50     2.01926     2.03915  0.00607961
          51     2.04632     2.03929  0.00596203
          52     2.03191     2.03914  0.00584906
          53      2.0343     2.03905  0.00573942
          54     2.03706     2.03902  0.00563325
          55     2.03725     2.03898  0.00553092
          56     2.02716     2.03877  0.00543618
          57     2.01337     2.03833  0.00535905
          58     1.99546     2.03759  0.00531739
          59     2.01563     2.03722  0.00524027
          60     2.03363     2.03716  0.00515327
          61     2.02053     2.03688  0.00507599
          62     2.01178     2.03648  0.00501024
          63     1.97963     2.03558  0.00501133
          64      1.9885     2.03484  0.00498671
          65     1.98612     2.03409  0.00496601
          66     2.00141      2.0336  0.00491539
          67     2.01567     2.03333   0.0048493
          68     2.01676     2.03308  0.00478411
          69     2.05252     2.03337  0.00472305
          70     2.03541      2.0334  0.00465567
          71     2.00577     2.03301  0.00460633
          72     2.01881     2.03281  0.00454657
          73     2.02232     2.03267  0.00448656
          74       2.016     2.03244  0.00443158
          75     1.99607     2.03196  0.00439894
          76     1.98265     2.03131  0.00438864
          77     1.96989     2.03051  0.00440353
          78     1.96905     2.02972  0.00441701
          79      1.9532     2.02875  0.00446604
          80     1.93073     2.02753  0.00457522
          81     1.94699     2.02653  0.00462551
          82     1.95681     2.02568  0.00464659
          83     1.93981     2.02465  0.00470437
          84     1.94143     2.02366  0.00475153
          85     1.95621     2.02286  0.00476143
          86     1.96092     2.02214  0.00476024
          87     1.99714     2.02186  0.00471419
          88     1.97682     2.02134  0.00468832
          89     1.99335     2.02103  0.00464618
          90      2.0322     2.02115  0.00459622
          91     2.01762     2.02112  0.00454587
          92     1.97322     2.02059  0.00452617
          93     1.97231     2.02008  0.00450719
          94     1.98002     2.01965  0.00447934
          95     1.97787     2.01921  0.00445373
