#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.32232     1.32232           0
           2     1.33617     1.32924  0.00489857
           3     1.32985     1.32945  0.00326985
           4     1.32092     1.32731  0.00306943
           5     1.31628     1.32511  0.00315107
           6     1.30233     1.32131  0.00434753
           7     1.29873     1.31809  0.00477556
           8     1.33033     1.31962  0.00441712
           9     1.34295     1.32221  0.00462495
          10     1.36891     1.32688  0.00607939
          11     1.35767     1.32968  0.00613737
          12     1.34075      1.3306  0.00569491
          13      1.3528     1.33231  0.00550683
          14     1.36201     1.33443  0.00550696
          15     1.37422     1.33708  0.00574318
          16     1.38444     1.34004  0.00609954
          17     1.38809     1.34287  0.00636192
          18     1.40552     1.34635  0.00689531
          19     1.40513     1.34944  0.00719302
          20     1.40605     1.35227  0.00736916
          21      1.3754     1.35337  0.00710006
          22     1.38016     1.35459  0.00688093
          23     1.38394     1.35587  0.00669903
          24     1.40552     1.35794  0.00673178
          25     1.38563     1.35904  0.00655299
          26     1.36464     1.35926  0.00630449
          27     1.38207      1.3601  0.00612734
          28     1.41022     1.36189  0.00616438
          29      1.3917     1.36292  0.00603686
          30     1.38338      1.3636  0.00587404
          31     1.36534     1.36366  0.00568482
          32     1.37217     1.36393  0.00551339
          33     1.38029     1.36442  0.00536857
          34     1.34642     1.36389  0.00523672
          35     1.30907     1.36233  0.00531616
          36     1.31095      1.3609   0.0053566
          37      1.3249     1.35993  0.00529947
          38     1.32872      1.3591  0.00522327
          39     1.34668     1.35879  0.00509905
          40     1.37029     1.35907  0.00497967
          41     1.37967     1.35958  0.00488349
          42     1.35813     1.35954  0.00476734
          43     1.36738     1.35972  0.00465995
          44     1.36715     1.35989   0.0045571
          45     1.36815     1.36008  0.00445952
          46     1.37257     1.36035  0.00437083
          47     1.35979     1.36034  0.00427785
          48     1.34531     1.36002  0.00420018
          49     1.34426      1.3597  0.00412675
          50     1.34617     1.35943  0.00405308
          51     1.36421     1.35952  0.00397469
          52     1.35461     1.35943  0.00389938
          53      1.3562     1.35937  0.00382628
          54     1.35804     1.35934   0.0037555
          55     1.35816     1.35932  0.00368728
          56     1.35144     1.35918  0.00362412
          57     1.34225     1.35888   0.0035727
          58      1.3303     1.35839  0.00354492
          59     1.34375     1.35814  0.00349351
          60     1.35576      1.3581  0.00343551
          61     1.34702     1.35792    0.003384
          62     1.34119     1.35765  0.00334016
          63     1.31975     1.35705  0.00334089
