#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         155      1.9033     2.08183    0.015994
         156     1.92787     2.08084   0.0159219
         157     1.95663     2.08005   0.0158402
         158     1.96541     2.07933   0.0157565
         159     1.97471     2.07867   0.0156711
         160      1.9862     2.07809   0.0155839
         161     1.96541     2.07739   0.0155028
         162     1.97506     2.07676   0.0154199
         163     1.95052     2.07599   0.0153448
         164     1.94841     2.07521   0.0152709
         165     1.93698     2.07437   0.0152013
         166     1.98454     2.07383   0.0151194
         167     2.02438     2.07353   0.0150317
         168     2.01393     2.07318   0.0149465
         169     1.97555      2.0726   0.0148692
         170     1.95413      2.0719    0.014798
         171     1.98722     2.07141   0.0147198
         172     2.01512     2.07108   0.0146378
         173     2.00082     2.07068   0.0145589
         174      2.0007     2.07027   0.0144807
         175     2.01103     2.06993   0.0144019
         176     1.95679     2.06929   0.0143345
         177      1.9531     2.06864   0.0142685
         178      1.9814     2.06815   0.0141967
         179      1.9921     2.06772   0.0141238
         180     1.98625     2.06727   0.0140526
         181     1.98153     2.06679   0.0139829
         182     1.99662     2.06641   0.0139114
         183     2.00046     2.06605     0.01384
         184     1.98325      2.0656   0.0137721
         185     1.96656     2.06506   0.0137081
         186     1.98762     2.06465   0.0136407
         187     2.00726     2.06434   0.0135712
         188     1.99833     2.06399   0.0135036
         189     2.00233     2.06366   0.0134361
         190     2.04989     2.06359   0.0133656
         191     2.06019     2.06357   0.0132956
         192     2.08465     2.06368   0.0132268
         193      2.0845     2.06379   0.0131587
         194     2.09927     2.06397   0.0130921
         195     2.03025      2.0638   0.0130261
         196     2.00042     2.06348   0.0129637
         197     1.98789     2.06309   0.0129036
         198      1.9837     2.06269   0.0128446
         199     1.98046     2.06228   0.0127867
         200     1.97831     2.06186   0.0127297
         201     1.95206     2.06131   0.0126781
         202     1.94807     2.06075   0.0126277
         203     1.96353     2.06027   0.0125746
         204      1.9684     2.05982    0.012521
         205     1.99474      2.0595   0.0124639
         206      1.9888     2.05916   0.0124082
         207      1.9848      2.0588   0.0123534
         208     1.99657      2.0585   0.0122976
         209     2.02098     2.05832   0.0122401
         210     2.07928     2.05842   0.0121822
         211     2.10569     2.05865   0.0121266
         212     2.13871     2.05903   0.0120752
         213     2.12158     2.05932   0.0120221
         214     2.06736     2.05936    0.011966
         215     2.02551      2.0592   0.0119114
         216     2.01149     2.05898   0.0118583
         217     1.99184     2.05867   0.0118077
         218      1.9722     2.05827   0.0117602
         219     1.97295     2.05788   0.0117129
         220     1.99834     2.05761   0.0116628
         221     2.02455     2.05746    0.011611
         222     2.01478     2.05727   0.0115603
         223     1.99276     2.05698   0.0115121
         224     2.02048     2.05682   0.0114618
         225     2.02287     2.05667   0.0114119
         226     2.00979     2.05646   0.0113633
         227      1.9963     2.05619   0.0113163
         228     1.98711     2.05589   0.0112707
         229     1.98029     2.05556   0.0112263
         230     1.97195      2.0552   0.0111834
         231     1.95952     2.05478   0.0111427
         232     1.93789     2.05428    0.011106
         233     1.92547     2.05373   0.0110721
         234     1.93635     2.05323   0.0110361
         235     1.96013     2.05283   0.0109963
         236     1.96992     2.05248   0.0109553
         237     1.95966     2.05209   0.0109161
         238     1.95651     2.05168   0.0108776
         239     1.98923     2.05142   0.0108352
         240     1.99199     2.05118   0.0107929
         241     1.98522      2.0509   0.0107516
         242     1.98046     2.05061   0.0107111
         243     1.96899     2.05028   0.0106723
         244     1.93873     2.04982   0.0106383
         245     1.93018     2.04933   0.0106061
         246     1.91265     2.04877   0.0105775
         247     1.92577     2.04828   0.0105464
         248     1.94344     2.04785   0.0105124
         249     1.97033     2.04754   0.0104748
         250     1.99064     2.04731   0.0104353
         251      1.9825     2.04706    0.010397
         252     1.97102     2.04675   0.0103601
         253      1.9878     2.04652   0.0103218
         254     1.99102      2.0463   0.0102834
         255     1.97617     2.04603   0.0102468
         256     1.96636     2.04572   0.0102115
         257     1.99811     2.04553   0.0101734
         258     2.00414     2.04537   0.0101353
         259     2.00338     2.04521   0.0100974
         260      1.9844     2.04497   0.0100613
         261     1.97797     2.04472    0.010026
         262     1.99534     2.04453  0.00998952
         263      1.9835      2.0443  0.00995423
         264     1.97256     2.04403  0.00992024
         265     1.93847     2.04363   0.0098908
         266     1.93553     2.04322  0.00986196
         267      1.9356     2.04282  0.00983325
         268     1.93222     2.04241  0.00980522
         269     1.94616     2.04205  0.00977529
         270     1.97367     2.04179  0.00974237
         271     1.97589     2.04155  0.00970945
         272     1.96263     2.04126  0.00967809
         273     1.95769     2.04096  0.00964748
         274     1.96307     2.04067  0.00961646
         275     1.93149     2.04027  0.00958968
         276      1.9125     2.03981   0.0095661
         277     1.93933     2.03945  0.00953844
         278      1.9632     2.03917  0.00950808
         279     1.97488     2.03894  0.00947679
         280     1.93782     2.03858  0.00944982
         281     1.94842     2.03826  0.00942164
         282     1.98876     2.03809  0.00938986
         283      1.9953     2.03793   0.0093579
         284     1.97675     2.03772  0.00932743
         285     1.99814     2.03758  0.00929574
         286     2.00817     2.03748   0.0092638
         287     2.00737     2.03737  0.00923212
         288     1.96598     2.03712  0.00920339
         289      1.9574     2.03685  0.00917568
         290     1.95034     2.03655  0.00914888
         291     1.97517     2.03634  0.00911988
         292     2.01017     2.03625  0.00908908
         293     2.02839     2.03622   0.0090581
         294     2.00485     2.03612  0.00902792
         295     2.01099     2.03603  0.00899772
         296     2.02717       2.036  0.00896737
         297     2.05442     2.03606  0.00893739
         298     2.04064     2.03608  0.00890742
         299     2.02391     2.03604  0.00887772
         300     2.03079     2.03602  0.00884814
         301     2.03717     2.03602  0.00881875
         302     2.06717     2.03613  0.00879015
         303     2.04201     2.03615  0.00876116
         304     2.02962     2.03613  0.00873237
         305     2.01194     2.03605   0.0087041
         306     2.01864     2.03599  0.00867584
         307     2.00498     2.03589  0.00864817
         308      2.0074      2.0358  0.00862058
         309     1.99639     2.03567  0.00859363
         310     2.03693     2.03567  0.00856591
         311     2.03936     2.03568  0.00853837
         312     2.04447     2.03571  0.00851105
         313     1.99476     2.03558  0.00848486
         314     1.95858     2.03534  0.00846139
         315     1.95197     2.03507  0.00843866
         316     1.94317     2.03478  0.00841697
         317     1.95763     2.03454  0.00839393
         318     1.97328     2.03434  0.00836975
         319     1.98651     2.03419  0.00834485
         320     1.99491     2.03407  0.00831968
         321     1.97786      2.0339   0.0082956
         322     1.99082     2.03376  0.00827092
         323     2.04627      2.0338   0.0082454
         324     2.07966     2.03394  0.00822117
         325     2.06638     2.03404  0.00819648
         326     2.07894     2.03418  0.00817249
         327     2.05143     2.03423  0.00814767
         328     2.00046     2.03413  0.00812348
         329     1.95471     2.03389  0.00810238
         330     1.94884     2.03363  0.00808192
         331     1.97688     2.03346  0.00805932
         332     2.00199     2.03337   0.0080356
         333     2.00943     2.03329   0.0080118
         334      1.9824     2.03314  0.00798926
         335     1.99973     2.03304  0.00796603
         336     2.00361     2.03295   0.0079428
         337     2.02744     2.03294  0.00791925
         338     2.01624     2.03289  0.00789598
         339     1.99338     2.03277  0.00787354
         340     1.97311      2.0326  0.00785234
         341     1.97197     2.03242  0.00783133
         342     1.98854     2.03229  0.00780948
         343     2.02133     2.03226  0.00778678
         344     2.05786     2.03233   0.0077645
         345     2.05168     2.03239  0.00774219
         346     2.06809     2.03249   0.0077205
         347     2.03445      2.0325  0.00769826
         348     2.01575     2.03245  0.00767629
         349     2.00068     2.03236  0.00765483
         350     1.97447     2.03219  0.00763475
         351     1.93842     2.03193  0.00761767
         352     1.94526     2.03168      0.0076
         353     1.97351     2.03151  0.00758026
         354     1.97644     2.03136  0.00756044
         355     1.96305     2.03117   0.0075416
         356     1.96042     2.03097  0.00752303
         357     1.96908     2.03079  0.00750395
         358     1.96454     2.03061  0.00748527
         359     1.96018     2.03041  0.00746699
         360     1.94046     2.03016  0.00745043
         361     1.94777     2.02994  0.00743329
         362     1.95687     2.02973  0.00741549
         363       1.995     2.02964  0.00739568
         364     2.01915     2.02961  0.00737542
         365     2.03004     2.02961  0.00735522
         366     2.03242     2.02962  0.00733512
         367     2.02935     2.02962  0.00731514
         368     2.00962     2.02956  0.00729546
         369     1.99464     2.02947   0.0072763
         370     2.02159     2.02945  0.00725667
         371     1.99728     2.02936  0.00723763
         372     1.97266     2.02921  0.00721978
         373     1.98038     2.02908  0.00720161
         374     1.96476      2.0289   0.0071844
         375     1.95508     2.02871  0.00716794
         376      1.9866      2.0286  0.00714975
         377     2.02001     2.02857  0.00713082
         378     1.99174     2.02848  0.00711263
         379     1.93476     2.02823  0.00709816
         380     1.93294     2.02798   0.0070839
         381     1.93977     2.02775  0.00706909
         382     1.96193     2.02757  0.00705269
         383     1.97618     2.02744  0.00703555
         384     2.03504     2.02746  0.00701726
         385     2.04021     2.02749  0.00699911
         386     2.01167     2.02745  0.00698109
         387     1.98454     2.02734  0.00696394
         388     1.98243     2.02722  0.00694695
         389     1.99497     2.02714  0.00692959
         390     2.02725     2.02714  0.00691182
         391     1.95691     2.02696  0.00689647
         392      1.9292     2.02671  0.00688339
         393     1.92248     2.02645  0.00687098
         394     1.96365     2.02629  0.00685539
         395     1.97116     2.02615  0.00683946
         396     1.95483     2.02597  0.00682456
         397     1.96607     2.02582  0.00680903
         398     1.98807     2.02572  0.00679259
         399     2.00953     2.02568  0.00677568
         400     1.97261     2.02555  0.00676004
         401     1.96012     2.02539  0.00674515
         402     1.95158      2.0252  0.00673087
         403     1.97454     2.02508  0.00671534
         404     1.99142     2.02499  0.00669924
         405     1.99219     2.02491  0.00668319
         406     1.97831      2.0248  0.00666771
         407     1.94842     2.02461  0.00665397
         408       1.959     2.02445   0.0066396
         409     1.98894     2.02436  0.00662394
         410     2.01756     2.02435   0.0066078
         411     2.01161     2.02432   0.0065918
         412     2.02139     2.02431   0.0065758
         413     2.03259     2.02433  0.00655991
         414      2.0127      2.0243  0.00654413
         415     2.01195     2.02427  0.00652842
         416     2.00893     2.02423  0.00651284
         417     1.99196     2.02416  0.00649768
         418     2.00187      2.0241  0.00648235
         419     2.00007     2.02405  0.00646713
         420     1.99955     2.02399    0.006452
         421      1.9974     2.02392  0.00643698
         422     1.97444     2.02381   0.0064228
         423     1.96126     2.02366  0.00640931
         424     1.95083     2.02349   0.0063965
         425     1.98859     2.02341  0.00638198
         426     2.03863     2.02344  0.00636709
         427     2.05291     2.02351  0.00635256
         428     2.04065     2.02355  0.00633784
         429     2.03645     2.02358  0.00632314
         430     2.01663     2.02356  0.00630845
         431     2.02516     2.02357  0.00629382
         432     2.04607     2.02362  0.00627947
         433     2.02525     2.02362  0.00626496
         434     2.02203     2.02362  0.00625053
         435     2.00677     2.02358  0.00623628
         436      1.9878      2.0235  0.00622252
         437     1.98846     2.02342  0.00620879
         438     1.97951     2.02332  0.00619543
         439     2.01134     2.02329  0.00618138
         440     2.02093     2.02329  0.00616733
         441     2.03399     2.02331  0.00615339
         442     2.01597     2.02329  0.00613949
         443     1.99557     2.02323  0.00612595
         444     2.01344     2.02321   0.0061122
         445     2.02714     2.02322  0.00609847
         446     2.03728     2.02325  0.00608487
         447     2.03709     2.02328  0.00607134
         448     2.03429      2.0233  0.00605784
         449     2.03189     2.02332  0.00604438
         450     2.04631     2.02338  0.00603116
         451     2.01926     2.02337   0.0060178
         452      2.0164     2.02335   0.0060045
         453     2.01796     2.02334  0.00599126
         454     2.03968     2.02337  0.00597817
         455     2.05885     2.02345  0.00596554
         456     2.05222     2.02352  0.00595279
         457     2.05073     2.02358  0.00594006
         458     2.05106     2.02364   0.0059274
         459     2.03719     2.02366  0.00591456
         460      2.0695     2.02376  0.00590254
         461     2.05544     2.02383  0.00589013
         462     2.02002     2.02382  0.00587739
         463     1.99308     2.02376  0.00586507
         464     1.98734     2.02368  0.00585296
         465     1.96643     2.02356  0.00584166
         466     1.96361     2.02343  0.00583054
         467     2.01963     2.02342  0.00581807
         468     2.07043     2.02352   0.0058065
         469     2.05826     2.02359  0.00579459
         470       2.048     2.02365   0.0057825
         471     2.07508     2.02376  0.00577125
         472     2.08754     2.02389   0.0057606
         473     2.11533     2.02408  0.00575167
         474     2.07311     2.02419  0.00574046
         475     2.04696     2.02424  0.00572858
         476     2.07844     2.02435  0.00571768
         477     2.10828     2.02453   0.0057084
         478     2.07591     2.02463  0.00569747
         479     2.07024     2.02473  0.00568637
         480      2.0631     2.02481  0.00567508
         481     2.10907     2.02498  0.00566599
         482     2.10769     2.02515  0.00565683
         483     2.10829     2.02533  0.00564774
         484     2.08213     2.02544  0.00563729
         485     2.07667     2.02555  0.00562665
         486     2.06132     2.02562  0.00561556
         487     2.04301     2.02566  0.00560414
         488     2.02919     2.02567  0.00559266
         489     2.01113     2.02564   0.0055813
         490      2.0365     2.02566  0.00556996
         491     2.05337     2.02572   0.0055589
         492     2.01442     2.02569  0.00554765
         493      1.9955     2.02563  0.00553673
         494     1.94809     2.02547  0.00552775
         495      1.9535     2.02533  0.00551849
         496     1.97441     2.02523  0.00550832
         497     1.98138     2.02514  0.00549794
         498     1.99477     2.02508  0.00548724
         499     2.00426     2.02504   0.0054764
         500     1.98348     2.02495  0.00546608
