#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         230    -5.37698    -5.63968   0.0124915
         231    -5.36161    -5.63848   0.0124953
         232    -5.53358    -5.63803   0.0124496
         233    -5.54461    -5.63763   0.0124027
         234    -5.52467    -5.63714    0.012359
         235    -5.59679    -5.63697   0.0123076
         236    -5.48467    -5.63633   0.0122724
         237    -5.47773    -5.63566   0.0122389
         238    -5.45381    -5.63489   0.0122113
         239    -5.41339    -5.63397   0.0121953
         240    -5.40484    -5.63301   0.0121818
         241    -5.41106    -5.63209    0.012166
         242    -5.42755    -5.63125   0.0121451
         243    -5.46898    -5.63058   0.0121134
         244    -5.48729    -5.62999    0.012078
         245    -5.50901     -5.6295   0.0120388
         246    -5.55198    -5.62918    0.011994
         247    -5.51072     -5.6287    0.011955
         248    -5.50324     -5.6282   0.0119175
         249    -5.36729    -5.62715   0.0119156
         250    -5.43702    -5.62639   0.0118922
         251    -5.35922    -5.62532   0.0118924
         252    -5.34302     -5.6242   0.0118978
         253    -5.41984     -5.6234   0.0118782
         254    -5.47247     -5.6228   0.0118463
         255     -5.4556    -5.62215   0.0118179
         256    -5.47366    -5.62157    0.011786
         257    -5.44757    -5.62089   0.0117596
         258    -5.41468    -5.62009   0.0117411
         259    -5.41411    -5.61929   0.0117227
         260     -5.4242    -5.61854   0.0117016
         261    -5.39469    -5.61769   0.0116881
         262    -5.38607     -5.6168   0.0116769
         263    -5.48083    -5.61629    0.011644
         264      -5.403    -5.61548   0.0116279
         265     -5.4363     -5.6148   0.0116036
         266    -5.29941    -5.61362   0.0116204
         267      -5.362    -5.61267    0.011615
         268    -5.42073    -5.61196   0.0115938
         269    -5.37238    -5.61107   0.0115848
         270     -5.3817    -5.61022    0.011573
         271     -5.3565    -5.60928   0.0115681
         272    -5.35534    -5.60835   0.0115632
         273    -5.40312     -5.6076   0.0115453
         274     -5.3869    -5.60679   0.0115312
         275    -5.40551    -5.60606   0.0115125
         276    -5.48145    -5.60561   0.0114796
         277    -5.31005    -5.60454   0.0114876
         278     -5.2375    -5.60322   0.0115219
         279     -5.2617    -5.60199   0.0115455
         280    -5.31216    -5.60096   0.0115505
         281    -5.42772    -5.60034   0.0115259
         282    -5.43567    -5.59976   0.0114998
         283    -5.41196     -5.5991   0.0114783
         284    -5.38133    -5.59833   0.0114635
         285    -5.31845    -5.59735   0.0114652
         286    -5.38819    -5.59662   0.0114484
         287    -5.37133    -5.59583   0.0114354
         288    -5.45022    -5.59533   0.0114069
         289    -5.48533    -5.59494   0.0113738
         290    -5.46543     -5.5945   0.0113433
         291    -5.33153    -5.59359   0.0113403
         292    -5.30623    -5.59261   0.0113441
         293    -5.31063    -5.59165   0.0113461
         294    -5.31932    -5.59072   0.0113452
         295    -5.40583    -5.59009   0.0113241
         296    -5.44576    -5.58961   0.0112963
         297     -5.5301    -5.58941   0.0112601
         298    -5.49446    -5.58909   0.0112268
         299    -5.43274    -5.58857   0.0112014
         300    -5.39025     -5.5879   0.0111836
         301    -5.37902    -5.58721   0.0111679
         302    -5.50908    -5.58695   0.0111339
         303    -5.50001    -5.58666   0.0111009
         304    -5.43371    -5.58616   0.0110758
         305    -5.49469    -5.58586   0.0110435
         306    -5.48354    -5.58553   0.0110125
         307    -5.42811    -5.58501   0.0109885
         308    -5.45866     -5.5846   0.0109605
         309    -5.46615    -5.58422   0.0109317
         310    -5.50035    -5.58395   0.0108998
         311     -5.4067    -5.58338   0.0108797
         312     -5.4418    -5.58293   0.0108543
         313    -5.54103    -5.58279   0.0108204
         314    -5.55653    -5.58271   0.0107863
         315    -5.45533     -5.5823   0.0107596
         316    -5.45532     -5.5819   0.0107331
         317    -5.48426    -5.58159   0.0107036
         318     -5.4285    -5.58111   0.0106808
         319    -5.46186    -5.58074   0.0106538
         320    -5.50192    -5.58049   0.0106234
         321    -5.44509    -5.58007   0.0105987
         322    -5.40625    -5.57953   0.0105795
         323    -5.33974    -5.57879   0.0105728
         324    -5.47899    -5.57848   0.0105446
         325    -5.39837    -5.57793   0.0105267
         326    -5.50867    -5.57771   0.0104966
         327    -5.43339    -5.57727   0.0104737
         328    -5.48562    -5.57699   0.0104455
         329    -5.40249    -5.57646   0.0104272
         330    -5.37297    -5.57585   0.0104139
         331    -5.41025    -5.57535   0.0103944
         332    -5.41582    -5.57487   0.0103742
         333     -5.5485    -5.57479   0.0103434
         334    -5.50258    -5.57457   0.0103146
         335    -5.55241     -5.5745   0.0102841
