#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0710313   0.0710313           0
           2    0.068122   0.0695766   0.0010286
           3   0.0718311   0.0703281 0.000920173
           4   0.0692258   0.0700525  0.00073023
           5   0.0716052   0.0703631 0.000646854
           6   0.0717726    0.070598 0.000580137
           7   0.0714541   0.0707203  0.00050999
           8   0.0708706   0.0707391 0.000446587
           9   0.0707317   0.0707383 0.000396967
          10   0.0693543   0.0705999 0.000380631
          11   0.0714332   0.0706756 0.000353487
          12   0.0702441   0.0706397 0.000325854
          13   0.0710425   0.0706707 0.000302258
          14    0.071984   0.0707645 0.000294866
          15   0.0689664   0.0706446  0.00029858
          16   0.0705746   0.0706402 0.000279951
          17   0.0711825   0.0706721 0.000265294
          18   0.0714937   0.0707178 0.000254452
          19    0.073853   0.0708828 0.000289666
          20   0.0684266     0.07076 0.000300089
          21   0.0700189   0.0707247 0.000287867
          22   0.0729016   0.0708236 0.000291293
          23   0.0723636   0.0708906  0.00028622
          24    0.071264   0.0709062 0.000274717
          25   0.0711528    0.070916 0.000263905
          26   0.0695843   0.0708648 0.000258678
          27   0.0705425   0.0708529 0.000249373
          28   0.0723756   0.0709072 0.000246325
          29   0.0708112   0.0709039 0.000237853
          30   0.0703288   0.0708848 0.000230696
          31   0.0723226   0.0709311 0.000227869
          32   0.0710186   0.0709339 0.000220764
          33   0.0697862   0.0708991 0.000216797
          34   0.0705045   0.0708875 0.000210731
          35   0.0730751     0.07095 0.000213778
          36   0.0726153   0.0709963 0.000212786
          37   0.0687137   0.0709346 0.000215792
          38   0.0713525   0.0709456 0.000210394
          39   0.0700072   0.0709215  0.00020637
          40   0.0735046   0.0709861 0.000211073
