#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.36269     1.36269           0
           2     1.36285     1.36277 5.57624e-05
           3     1.35844     1.36133  0.00117869
           4     1.35892     1.36073  0.00102586
           5     1.35325     1.35923  0.00156937
           6     1.35928     1.35924  0.00130783
           7     1.35879     1.35918  0.00112255
           8     1.35507     1.35866  0.00109346
           9     1.35851     1.35865  0.00097209
          10     1.36076     1.35886 0.000897593
          11     1.35747     1.35873 0.000824832
          12     1.36109     1.35893 0.000779081
          13     1.35789     1.35885 0.000723214
          14      1.3635     1.35918 0.000744092
          15     1.35819     1.35911 0.000697401
          16     1.34935      1.3585 0.000881425
          17     1.36438     1.35885 0.000894817
          18     1.36656     1.35928 0.000942139
          19     1.36618     1.35964  0.00096003
          20      1.3567     1.35949 0.000923203
          21       1.361     1.35957 0.000882028
          22     1.36356     1.35975  0.00086038
          23     1.36623     1.36003 0.000867967
          24     1.35338     1.35975 0.000874926
          25     1.35684     1.35964 0.000847671
          26     1.35557     1.35948 0.000829394
          27      1.3586     1.35945 0.000799312
          28     1.36138     1.35952 0.000773728
          29     1.35762     1.35945 0.000749794
          30     1.35923     1.35944 0.000724837
          31     1.36113      1.3595 0.000703486
          32     1.36826     1.35977 0.000732817
          33     1.35741      1.3597   0.0007141
          34     1.36542     1.35987 0.000712674
          35     1.36199     1.35993 0.000694886
          36     1.36439     1.36005 0.000686558
          37     1.35838     1.36001 0.000669486
          38      1.3608     1.36003 0.000652195
          39     1.36043     1.36004 0.000635552
          40     1.36033     1.36005 0.000619706
