#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.34354     0.34354           0
           2    0.345061    0.344301 0.000537551
           3    0.345027    0.344543 0.000409335
           4    0.343277    0.344226 0.000411529
           5    0.344891    0.344359 0.000350016
           6     0.34528    0.344513 0.000323558
           7    0.343585     0.34438 0.000303246
           8    0.345363    0.344503 0.000289175
           9      0.3445    0.344503 0.000257045
          10    0.345261    0.344579 0.000242261
          11    0.343509    0.344481 0.000238971
          12    0.344918    0.344518 0.000221813
          13    0.346325    0.344657 0.000244468
          14    0.343674    0.344587 0.000236875
          15     0.34385    0.344537 0.000226109
          16    0.344197    0.344516 0.000212976
          17    0.346564    0.344637 0.000232019
          18    0.345242     0.34467 0.000221555
          19     0.34407    0.344639 0.000212137
          20    0.345591    0.344686 0.000206804
          21    0.343539    0.344632 0.000204047
          22    0.343901    0.344598 0.000197454
          23    0.344228    0.344582 0.000189524
          24    0.343614    0.344542 0.000185869
          25     0.34393    0.344518 0.000180041
          26    0.343667    0.344485 0.000176061
          27    0.343842    0.344461  0.00017114
          28    0.345458    0.344497 0.000168693
          29    0.344502    0.344497 0.000162876
          30    0.344738    0.344505 0.000157646
          31    0.344894    0.344517 0.000153059
          32    0.343765    0.344494 0.000150072
          33    0.344417    0.344492 0.000145543
          34    0.343195    0.344453 0.000146174
          35    0.344091    0.344443 0.000142365
          36    0.342807    0.344398 0.000145482
          37    0.346022    0.344442 0.000148023
          38    0.344282    0.344437 0.000144187
          39    0.345371    0.344461 0.000142465
          40    0.343896    0.344447 0.000139603
