#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0440375   0.0440375           0
           2   0.0420442   0.0430408 0.000704731
           3   0.0436172    0.043233  0.00049532
           4    0.042798   0.0431242 0.000383243
           5    0.044374   0.0433742 0.000379446
           6   0.0448894   0.0436267 0.000391325
           7   0.0437455   0.0436437 0.000335789
           8   0.0428897   0.0435494 0.000306757
           9   0.0416588   0.0433394 0.000337014
          10   0.0428596   0.0432914 0.000306709
          11   0.0437412   0.0433323  0.00028154
          12   0.0419381   0.0432161 0.000281029
          13    0.042807   0.0431846 0.000261167
          14   0.0434663   0.0432047 0.000243286
          15   0.0426286   0.0431663  0.00023008
          16   0.0433018   0.0431748 0.000215855
          17   0.0425412   0.0431375  0.00020635
          18   0.0434858   0.0431569 0.000195791
          19   0.0450631   0.0432572 0.000209621
          20   0.0421899   0.0432038 0.000205821
          21   0.0429887   0.0431936 0.000196274
          22   0.0447481   0.0432642 0.000199667
          23    0.044246   0.0433069 0.000195496
          24   0.0439593   0.0433341  0.00018923
          25   0.0428173   0.0433134 0.000182787
          26   0.0411046   0.0432285   0.0001945
          27   0.0425796   0.0432045 0.000188776
          28   0.0436198   0.0432193 0.000182616
          29   0.0434882   0.0432286 0.000176554
          30    0.042657   0.0432095 0.000171694
          31   0.0433626   0.0432144 0.000166226
          32   0.0426347   0.0431963 0.000162016
          33   0.0433599   0.0432013 0.000157182
          34   0.0439612   0.0432236  0.00015414
          35   0.0453071   0.0432832  0.00016082
          36   0.0432568   0.0432824 0.000156355
          37   0.0424042   0.0432587  0.00015392
          38   0.0432756   0.0432591  0.00014987
          39    0.042485   0.0432393 0.000147336
          40   0.0443205   0.0432663 0.000146111
