#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0886237   0.0886237           0
           2   0.0846575   0.0866406  0.00140226
           3   0.0895528   0.0876113  0.00122562
           4   0.0850266   0.0869651  0.00107617
           5   0.0892539   0.0874229  0.00095333
           6   0.0886768   0.0876319 0.000817029
           7   0.0885169   0.0877583 0.000710026
           8   0.0881481    0.087807 0.000622942
           9   0.0863213    0.087642 0.000575185
          10   0.0849669   0.0873744 0.000576526
          11    0.090452   0.0876542 0.000588095
          12     0.08623   0.0875355 0.000550934
          13   0.0874489   0.0875289 0.000508594
          14   0.0863457   0.0874444 0.000479236
          15   0.0849075   0.0872752 0.000476195
          16   0.0865127   0.0872276 0.000448811
          17   0.0878304    0.087263 0.000423809
          18   0.0863492   0.0872123 0.000403293
          19   0.0911175   0.0874178 0.000431274
          20   0.0841296   0.0872534 0.000439933
          21   0.0861894   0.0872027 0.000421892
          22   0.0892436   0.0872955 0.000412788
          23   0.0879379   0.0873234 0.000395785
          24   0.0873428   0.0873242 0.000379295
          25   0.0886996   0.0873792 0.000368091
          26    0.086339   0.0873392 0.000356101
          27   0.0868337   0.0873205 0.000343404
          28   0.0885997   0.0873662 0.000334165
          29   0.0865692   0.0873387  0.00032377
          30    0.086937   0.0873253 0.000313254
          31   0.0885734   0.0873656 0.000305726
          32   0.0865988   0.0873416 0.000297109
          33   0.0861064   0.0873042 0.000290454
          34   0.0874124   0.0873074 0.000281929
          35   0.0902974   0.0873928 0.000286525
          36    0.088772   0.0874311 0.000281116
          37   0.0873176    0.087428 0.000273535
          38   0.0869985   0.0874167  0.00026657
          39   0.0875093   0.0874191 0.000259745
          40   0.0899927   0.0874835 0.000261099
