#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.395609    0.395609           0
           2    0.397471     0.39654 0.000658269
           3    0.396454    0.396511  0.00043948
           4    0.397267      0.3967 0.000367948
           5    0.396198      0.3966 0.000307741
           6    0.396433    0.396572 0.000257704
           7    0.396217    0.396521 0.000225814
           8    0.397207    0.396607 0.000213233
           9    0.397514    0.396708 0.000212037
          10    0.397222    0.396759 0.000196971
          11    0.395752    0.396668 0.000199234
          12     0.39682     0.39668 0.000183034
          13    0.397199     0.39672 0.000173246
          14     0.39708    0.396746 0.000162763
          15    0.399049      0.3969 0.000212295
          16    0.397082    0.396911 0.000199332
          17    0.398355    0.396996 0.000204907
          18    0.399647    0.397143 0.000240691
          19    0.396693    0.397119 0.000229187
          20    0.398194    0.397173  0.00022394
          21     0.39624    0.397129 0.000217641
          22    0.396407    0.397096 0.000210204
          23    0.397268    0.397103 0.000201198
          24    0.398194    0.397149 0.000197882
          25    0.398209    0.397191 0.000194457
          26    0.395751    0.397136 0.000194713
          27    0.395833    0.397088 0.000193384
          28    0.397138    0.397089 0.000186486
          29    0.396697    0.397076 0.000180545
          30    0.396032    0.397041 0.000177846
          31    0.396428    0.397021 0.000173205
          32    0.395722    0.396981 0.000172487
          33    0.398775    0.397035  0.00017562
          34    0.396153    0.397009 0.000172362
          35    0.397025     0.39701 0.000167438
          36     0.39436    0.396936 0.000178225
          37    0.397497    0.396951 0.000174051
          38    0.397754    0.396972 0.000170748
          39    0.396639    0.396964 0.000166583
          40    0.396798     0.39696  0.00016247
