#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     10.2251     10.2251           0
           2     10.1954     10.2103   0.0105083
           3     10.2736     10.2314   0.0186085
           4     10.2863     10.2451   0.0183349
           5     10.2364     10.2434   0.0147501
           6     10.1502     10.2278   0.0187584
           7     10.2099     10.2253   0.0162531
           8     10.2974     10.2343   0.0165337
           9     10.3622     10.2485   0.0198884
          10     10.2314     10.2468   0.0179734
          11      10.263     10.2483   0.0163997
          12     10.3435     10.2562   0.0168433
          13     10.2686     10.2572   0.0155746
          14     10.4136     10.2683    0.018029
          15     10.2568     10.2676   0.0168435
          16     10.1981     10.2632   0.0163402
          17      10.413      10.272   0.0175939
          18     10.2258     10.2695   0.0168032
          19     10.0794     10.2595   0.0186594
          20     10.1802     10.2555   0.0181419
          21     10.2574     10.2556   0.0172783
          22     10.0817     10.2477    0.018212
          23     10.2377     10.2472   0.0174253
          24     10.2299     10.2465   0.0167142
          25     10.2585      10.247   0.0160525
          26     10.2582     10.2474   0.0154409
          27     10.2964     10.2492   0.0149753
          28     10.3172     10.2517   0.0146359
          29     10.1694     10.2488   0.0144032
          30     10.2762     10.2497   0.0139519
          31      10.315     10.2519   0.0136597
          32     10.2932     10.2531   0.0132938
          33     10.2635     10.2535   0.0128947
          34     10.3589     10.2566   0.0128829
          35     10.3057      10.258    0.012591
          36     10.1625     10.2553   0.0125175
          37     10.1642     10.2529   0.0124188
          38     10.2961      10.254   0.0121441
          39     10.1241     10.2507    0.012281
          40     10.4561     10.2558   0.0130041
