#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.482535   -0.482535           0
           2   -0.482804   -0.482669  9.5318e-05
           3   -0.482738   -0.482692 6.62468e-05
           4   -0.482512   -0.482647 6.31633e-05
           5   -0.482787   -0.482675 5.63725e-05
           6   -0.482534   -0.482652 5.16613e-05
           7   -0.482636   -0.482649 4.43315e-05
           8   -0.482561   -0.482638 4.01463e-05
           9   -0.482636   -0.482638 3.56867e-05
          10   -0.482723   -0.482647 3.31228e-05
          11   -0.482741   -0.482655  3.1211e-05
          12   -0.482583   -0.482649 2.91843e-05
          13   -0.482445   -0.482633  3.0878e-05
          14   -0.482637   -0.482634 2.86737e-05
          15   -0.482564   -0.482629 2.71405e-05
          16   -0.482505   -0.482621 2.65332e-05
          17   -0.482829   -0.482633 2.76364e-05
          18   -0.482005   -0.482599 4.28109e-05
          19   -0.482827   -0.482611  4.2206e-05
          20    -0.48239     -0.4826 4.15074e-05
          21   -0.482595   -0.482599 3.95315e-05
          22   -0.482599   -0.482599 3.77346e-05
          23   -0.482593   -0.482599 3.60948e-05
          24   -0.482429   -0.482592 3.52791e-05
          25   -0.482611   -0.482593 3.38762e-05
          26   -0.482783     -0.4826  3.3358e-05
          27   -0.482747   -0.482606 3.25636e-05
          28   -0.482385   -0.482598 3.23419e-05
          29   -0.482845   -0.482606 3.23304e-05
          30   -0.482704   -0.482609 3.14165e-05
          31   -0.482417   -0.482603 3.10103e-05
          32   -0.482817    -0.48261 3.07529e-05
          33   -0.482566   -0.482609 2.98496e-05
          34    -0.48288   -0.482617 3.00241e-05
          35   -0.482571   -0.482615 2.91943e-05
          36   -0.482706   -0.482618 2.84931e-05
          37    -0.48259   -0.482617 2.77331e-05
          38   -0.482298   -0.482609 2.82424e-05
          39    -0.48213   -0.482596 3.00692e-05
          40   -0.482636   -0.482597 2.93338e-05
