#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.450956    0.450956           0
           2    0.428746    0.439851  0.00785266
           3    0.452336    0.444013  0.00624122
           4    0.449458    0.445374  0.00482708
           5    0.449972    0.446294   0.0039483
           6    0.456546    0.448002   0.0036413
           7    0.450575     0.44837   0.0031396
           8    0.447658    0.448281  0.00274841
           9    0.446604    0.448095  0.00244934
          10    0.437423    0.447027  0.00242578
          11    0.462126      0.4484  0.00256435
          12    0.444591    0.448083  0.00237022
          13    0.452162    0.448396  0.00220857
          14    0.459034    0.449156  0.00217761
          15    0.444803    0.448866  0.00205168
          16    0.443225    0.448513  0.00195351
          17    0.432151    0.447551  0.00206212
          18    0.444232    0.447367  0.00195579
          19    0.452596    0.447642  0.00187212
          20     0.44202    0.447361  0.00179949
          21    0.460919    0.448006  0.00182595
          22    0.451917    0.448184  0.00175158
          23      0.4487    0.448207  0.00167557
          24    0.439157    0.447829  0.00164764
          25    0.451044    0.447958  0.00158674
          26    0.423041       0.447  0.00179191
          27    0.439575    0.446725  0.00174652
          28    0.437342     0.44639  0.00171598
          29     0.44849    0.446462  0.00165834
          30    0.448598    0.446533  0.00160459
          31     0.44053     0.44634  0.00156447
          32    0.432863    0.445918  0.00157124
          33    0.435686    0.445608  0.00155392
          34    0.431303    0.445188  0.00156414
          35    0.440596    0.445056  0.00152495
          36    0.439166    0.444893  0.00149134
          37    0.448279    0.444984  0.00145384
          38    0.442152     0.44491  0.00141749
          39    0.440062    0.444785  0.00138658
          40    0.444425    0.444776  0.00135195
