#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.147539    0.147539           0
           2     0.14243    0.144985  0.00180646
           3    0.149023    0.146331  0.00163052
           4    0.141485     0.14512  0.00161125
           5    0.150727    0.146241  0.00163333
           6    0.150545    0.146958  0.00151043
           7    0.145536    0.146755  0.00130825
           8    0.150967    0.147282  0.00124614
           9    0.143642    0.146877  0.00117146
          10    0.141199    0.146309  0.00118396
          11    0.147145    0.146385  0.00107876
          12    0.140882    0.145927  0.00108196
          13    0.148598    0.146132  0.00101806
          14    0.146626    0.146168 0.000945949
          15    0.141747    0.145873 0.000927661
          16    0.144164    0.145766 0.000875808
          17    0.146961    0.145836 0.000827106
          18     0.14677    0.145888 0.000782778
          19    0.153215    0.146274  0.00083115
          20    0.143717    0.146146 0.000799361
          21    0.148594    0.146263 0.000769747
          22    0.150683    0.146463 0.000760537
          23    0.147283    0.146499 0.000728305
          24    0.144592     0.14642 0.000702282
          25    0.148284    0.146494 0.000678139
          26    0.141617    0.146307 0.000677502
          27    0.145986    0.146295 0.000652514
          28    0.148067    0.146358 0.000632271
          29    0.143862    0.146272 0.000616297
          30     0.14922     0.14637  0.00060354
          31    0.145281    0.146335 0.000585093
          32    0.144529    0.146279 0.000569524
          33    0.147898    0.146328 0.000554377
          34    0.144119    0.146263 0.000541865
          35    0.150973    0.146397 0.000542839
          36    0.147077    0.146416 0.000528088
          37    0.147378    0.146442 0.000514456
          38    0.148612    0.146499 0.000504075
          39    0.144381    0.146445 0.000494068
          40     0.14761    0.146474 0.000482574
