#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.110065    0.110065           0
           2    0.109159    0.109612 0.000320503
           3    0.112956    0.110727 0.000934713
           4    0.109121    0.110325 0.000782469
           5    0.113586    0.110977 0.000855568
           6    0.113124    0.111335 0.000784218
           7    0.110871    0.111269 0.000674983
           8    0.114317     0.11165 0.000689817
           9    0.108582    0.111309 0.000692279
          10     0.10677    0.110855 0.000757366
          11    0.114642    0.111199 0.000762745
          12    0.109608    0.111067  0.00071062
          13    0.111298    0.111085  0.00065618
          14    0.110154    0.111018 0.000612665
          15    0.107507    0.110784 0.000614919
          16    0.107792    0.110597 0.000604244
          17    0.110455    0.110589 0.000568757
          18    0.110296    0.110572 0.000537393
          19    0.116389    0.110879 0.000589901
          20    0.108988    0.110784 0.000567928
          21    0.110489     0.11077 0.000541059
          22    0.112866    0.110865 0.000524784
          23    0.110085    0.110831 0.000503063
          24    0.110976    0.110837 0.000482138
          25    0.113196    0.110932 0.000471995
          26    0.108918    0.110854 0.000460153
          27    0.111236    0.110868 0.000443327
          28    0.111963    0.110907 0.000429215
          29    0.108213    0.110815 0.000424348
          30    0.111618    0.110841 0.000411047
          31    0.112451    0.110893 0.000401053
          32    0.109486    0.110849 0.000390923
          33    0.111282    0.110862 0.000379296
          34    0.110235    0.110844 0.000368589
          35    0.113957    0.110933 0.000368634
          36      0.1123    0.110971 0.000360343
          37    0.109297    0.110926 0.000353434
          38     0.11136    0.110937 0.000344318
          39    0.110155    0.110917 0.000336073
          40    0.111349    0.110928 0.000327845
