#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.891569   -0.891569           0
           2   -0.892925   -0.892247 0.000479701
           3   -0.892696   -0.892397 0.000342357
           4   -0.892081   -0.892318 0.000265718
           5   -0.891939   -0.892242 0.000223122
           6   -0.892558   -0.892295 0.000192073
           7    -0.89237   -0.892305 0.000164934
           8   -0.892064   -0.892275 0.000147057
           9   -0.892063   -0.892252 0.000132596
          10   -0.892257   -0.892252 0.000119337
          11   -0.892316   -0.892258  0.00010863
          12   -0.892179   -0.892251 9.97778e-05
          13   -0.891833   -0.892219 9.71572e-05
          14   -0.892271   -0.892223 9.02866e-05
          15   -0.891999   -0.892208 8.54968e-05
          16   -0.891711   -0.892177 8.56108e-05
          17   -0.892597   -0.892202 8.40661e-05
          18   -0.892562   -0.892222 8.17522e-05
          19    -0.89214   -0.892217 7.75615e-05
          20   -0.892234   -0.892218  7.3688e-05
          21   -0.892452   -0.892229  7.1012e-05
          22   -0.890962   -0.892172 8.81114e-05
          23    -0.89189   -0.892159 8.51272e-05
          24   -0.891679   -0.892139 8.39003e-05
          25    -0.89216    -0.89214 8.05485e-05
          26   -0.891856   -0.892129 7.81888e-05
          27   -0.890987   -0.892087 8.59727e-05
          28   -0.892626   -0.892106 8.50269e-05
          29   -0.891857   -0.892098 8.25278e-05
          30   -0.891813   -0.892088 8.03194e-05
          31   -0.891962   -0.892084 7.78308e-05
          32    -0.89248   -0.892097 7.63779e-05
          33   -0.891839   -0.892089 7.44615e-05
          34   -0.892376   -0.892097 7.27497e-05
          35   -0.892697   -0.892114 7.26642e-05
          36   -0.891948    -0.89211 7.07923e-05
          37   -0.891694   -0.892098 6.97647e-05
          38   -0.892617   -0.892112   6.925e-05
          39   -0.891656     -0.8921  6.8456e-05
          40   -0.893109   -0.892126 7.12364e-05
