#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     78.0351     78.0351           0
           2     79.9477     78.9914    0.676221
           3      79.448     79.1436     0.46763
           4     79.5749     79.2514    0.362938
           5     79.2673     79.2546    0.290365
           6     80.2988     79.4286    0.289462
           7     79.3192      79.413    0.248532
           8     78.4121     79.2879    0.246958
           9     79.6838     79.3319    0.223403
          10     78.5253     79.2512    0.215132
          11     78.7873      79.209    0.199666
          12     79.4897     79.2324    0.184392
          13     79.6771     79.2666    0.173351
          14     78.5608     79.2162    0.168141
          15     78.2323     79.1506    0.169243
          16     79.1913     79.1532    0.158684
          17     78.2034     79.0973    0.158881
          18     78.6077     79.0701    0.152364
          19     78.7027     79.0508    0.145567
          20     79.1676     79.0566    0.138405
          21     79.6904     79.0868    0.135065
          22     79.6384     79.1118    0.131232
          23     80.0893     79.1543    0.132228
          24     79.3142      79.161    0.126886
          25     79.9182     79.1913    0.125374
          26      79.444      79.201    0.120928
          27     79.1257     79.1982    0.116481
          28     78.5336     79.1745    0.114714
          29     78.5585     79.1532    0.112708
          30     78.7822     79.1409    0.109627
          31     78.4144     79.1174    0.108567
          32     79.3636     79.1251    0.105446
          33     79.1751     79.1267    0.102262
          34     79.0227     79.1236   0.0992998
          35     79.9595     79.1475   0.0992932
          36     79.7692     79.1647   0.0980257
          37     79.1549     79.1645   0.0953767
          38     78.4074     79.1446    0.094925
          39     78.1186     79.1183   0.0960668
          40      79.017     79.1157   0.0936985
