#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.51001     1.51001           0
           2     1.51457     1.51229  0.00161025
           3     1.50627     1.51028  0.00195963
           4     1.51005     1.51022  0.00147055
           5     1.50222     1.50862  0.00185393
           6     1.50834     1.50858  0.00154555
           7     1.50685     1.50833  0.00134429
           8     1.50396     1.50778  0.00128244
           9     1.50325     1.50728  0.00123494
          10     1.51189     1.50774  0.00119458
          11     1.50423     1.50742  0.00112772
          12     1.50958      1.5076    0.001048
          13     1.50723     1.50757 0.000967767
          14     1.51046     1.50778 0.000920393
          15     1.51018     1.50794 0.000872805
          16     1.50054     1.50748 0.000932841
          17     1.51598     1.50798  0.00100306
          18     1.51798     1.50853  0.00109036
          19     1.51314     1.50877  0.00105964
          20     1.50498     1.50858  0.00102352
          21     1.50986     1.50865 0.000976591
          22     1.51265     1.50883 0.000949002
          23     1.51492     1.50909 0.000944006
          24     1.50301     1.50884 0.000938115
          25     1.50121     1.50853 0.000948985
          26     1.50501      1.5084 0.000922097
          27     1.50834      1.5084 0.000887947
          28     1.51082     1.50848 0.000860441
          29     1.50643     1.50841 0.000833686
          30      1.5102     1.50847 0.000808019
          31      1.5072     1.50843 0.000782996
          32     1.51558     1.50865 0.000789735
          33     1.50635     1.50858 0.000768893
          34     1.51398     1.50874 0.000762498
          35     1.51108     1.50881 0.000743627
          36     1.51184     1.50889 0.000727705
          37     1.50785     1.50887 0.000708587
          38     1.51094     1.50892 0.000692046
          39     1.50859     1.50891 0.000674354
          40     1.51227       1.509   0.0006627
