#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.682693   -0.682693           0
           2   -0.682219   -0.682456 0.000167867
           3   -0.681763   -0.682225 0.000219369
           4   -0.682197   -0.682218  0.00016464
           5   -0.682197   -0.682214 0.000131764
           6   -0.682703   -0.682295 0.000132662
           7   -0.682054   -0.682261 0.000118089
           8    -0.68223   -0.682257 0.000103391
           9   -0.682295   -0.682261 9.19914e-05
          10   -0.682542   -0.682289 8.69548e-05
          11   -0.682351   -0.682295 7.92324e-05
          12   -0.682257   -0.682292 7.26925e-05
          13   -0.682493   -0.682307 6.87339e-05
          14   -0.682199     -0.6823 6.42568e-05
          15   -0.681974   -0.682278 6.35424e-05
          16   -0.682113   -0.682268 6.03979e-05
          17   -0.682469   -0.682279 5.79915e-05
          18    -0.68225   -0.682278 5.47932e-05
          19   -0.682574   -0.682293 5.40788e-05
          20   -0.682157   -0.682287  5.1801e-05
          21   -0.682387   -0.682291 4.95538e-05
          22   -0.682715   -0.682311 5.09109e-05
          23    -0.68211   -0.682302 4.94375e-05
          24   -0.681778    -0.68228 5.19815e-05
          25   -0.681839   -0.682262 5.28134e-05
          26   -0.682279   -0.682263  5.0786e-05
          27   -0.682076   -0.682256 4.93759e-05
          28   -0.682266   -0.682256 4.76137e-05
          29   -0.682326   -0.682259 4.60327e-05
          30   -0.682071   -0.682253 4.49201e-05
          31    -0.68245   -0.682259 4.39183e-05
          32   -0.682388   -0.682263 4.27304e-05
          33   -0.682272   -0.682263 4.14363e-05
          34   -0.682256   -0.682263 4.02182e-05
          35   -0.682301   -0.682264 3.90841e-05
          36   -0.682334   -0.682266 3.80469e-05
          37   -0.682112   -0.682262 3.72456e-05
          38   -0.682093   -0.682257 3.65301e-05
          39   -0.682066   -0.682253 3.59226e-05
          40   -0.682419   -0.682257 3.52634e-05
