#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.646702   -0.646702           0
           2   -0.646638    -0.64667  2.2684e-05
           3   -0.646204   -0.646515 0.000127836
           4   -0.646462   -0.646502 9.65675e-05
           5   -0.646365   -0.646474 8.10427e-05
           6   -0.646702   -0.646512 7.58735e-05
           7   -0.646485   -0.646508 6.51307e-05
           8   -0.646636   -0.646524 5.89226e-05
           9   -0.646522   -0.646524 5.23761e-05
          10   -0.646541   -0.646526 4.71657e-05
          11   -0.646611   -0.646534 4.35141e-05
          12   -0.646483   -0.646529 4.00927e-05
          13   -0.646585   -0.646534  3.7234e-05
          14   -0.646424   -0.646526 3.53802e-05
          15    -0.64623   -0.646506 3.81375e-05
          16   -0.646424   -0.646501 3.61001e-05
          17   -0.646781   -0.646517 3.75428e-05
          18   -0.646422   -0.646512 3.58293e-05
          19   -0.646869   -0.646531 3.85533e-05
          20   -0.646437   -0.646526   3.691e-05
          21   -0.646556   -0.646528 3.51796e-05
          22   -0.646628   -0.646532 3.38742e-05
          23   -0.646436   -0.646528  3.2658e-05
          24   -0.646147   -0.646512  3.4938e-05
          25   -0.646102   -0.646496 3.71972e-05
          26    -0.64663   -0.646501 3.61216e-05
          27   -0.646533   -0.646502  3.4803e-05
          28   -0.646438     -0.6465 3.36342e-05
          29   -0.646473   -0.646499 3.24872e-05
          30   -0.646551   -0.646501 3.14511e-05
          31   -0.646493     -0.6465 3.04375e-05
          32    -0.64661   -0.646504  2.9678e-05
          33   -0.646693   -0.646509 2.93258e-05
          34   -0.646581   -0.646512 2.85382e-05
          35   -0.646744   -0.646518 2.84843e-05
          36    -0.64655   -0.646519 2.77068e-05
          37   -0.646352   -0.646515 2.73222e-05
          38   -0.646344    -0.64651 2.69695e-05
          39   -0.646192   -0.646502 2.74809e-05
          40   -0.646705   -0.646507 2.72588e-05
