#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     24.3759     24.3759           0
           2     24.7697     24.5728    0.139234
           3     25.2957     24.8138    0.217551
           4     24.9066      24.837    0.164397
           5     24.8154     24.8326    0.131574
           6     24.9893     24.8588    0.112207
           7     24.7549     24.8439   0.0971541
           8     24.7285     24.8295   0.0860748
           9     24.6913     24.8141   0.0778693
          10     24.8098     24.8137   0.0700835
          11     24.7267     24.8058   0.0641575
          12     24.7255     24.7991   0.0591588
          13     24.8556     24.8034   0.0547673
          14     24.8494     24.8067   0.0509536
          15     24.9559     24.8167   0.0485174
          16     24.4566     24.7942   0.0504345
          17     24.6831     24.7876    0.047889
          18      24.716     24.7837   0.0453937
          19     24.6761      24.778    0.043356
          20     24.7767     24.7779   0.0411882
          21     25.0048     24.7887   0.0406185
          22     24.0824     24.7566   0.0498734
          23     24.8857     24.7622   0.0480196
          24      24.616     24.7561   0.0464035
          25     24.7819     24.7572   0.0445588
          26     24.2672     24.7383   0.0466606
          27      24.173     24.7174   0.0494078
          28     25.1236     24.7319   0.0497272
          29     24.6995     24.7308    0.048025
          30      24.704     24.7299   0.0464325
          31     24.6043     24.7258   0.0451109
          32     24.9394     24.7325   0.0441922
          33     24.5556     24.7271   0.0431771
          34     24.7779     24.7286    0.041933
          35     24.9539     24.7351   0.0412258
          36      24.797     24.7368   0.0401166
          37     24.4345     24.7286   0.0398558
          38     24.8315     24.7313   0.0388988
          39     24.6866     24.7302   0.0379183
          40     25.0252     24.7376   0.0376807
