#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.721208   -0.721208           0
           2   -0.720807   -0.721007 0.000141704
           3   -0.720221   -0.720745 0.000233992
           4   -0.720665   -0.720725 0.000176358
           5   -0.720497   -0.720679 0.000146883
           6   -0.721089   -0.720748 0.000137354
           7   -0.720443   -0.720704 0.000124444
           8   -0.720955   -0.720736 0.000112775
           9   -0.720699   -0.720731 0.000100318
          10   -0.720845   -0.720743 9.09226e-05
          11   -0.720599    -0.72073 8.35858e-05
          12    -0.72072   -0.720729 7.66241e-05
          13   -0.720666   -0.720724 7.08841e-05
          14   -0.720751   -0.720726 6.58461e-05
          15   -0.720421   -0.720706 6.45205e-05
          16   -0.720416   -0.720688 6.29836e-05
          17   -0.720744   -0.720691 5.93659e-05
          18    -0.72077   -0.720695 5.62291e-05
          19   -0.720972    -0.72071 5.51178e-05
          20   -0.720589   -0.720704 5.26937e-05
          21   -0.720553   -0.720697 5.06706e-05
          22   -0.721088   -0.720714 5.14027e-05
          23   -0.720429   -0.720702  5.0645e-05
          24   -0.720228   -0.720682 5.22432e-05
          25   -0.720495   -0.720675 5.06865e-05
          26   -0.720708   -0.720676 4.87527e-05
          27   -0.720346   -0.720664 4.84504e-05
          28   -0.720836    -0.72067 4.71085e-05
          29   -0.720743   -0.720672 4.55522e-05
          30   -0.720567   -0.720669 4.41695e-05
          31   -0.720612   -0.720667 4.27826e-05
          32   -0.720872   -0.720674 4.19205e-05
          33   -0.720785   -0.720677 4.07862e-05
          34   -0.720723   -0.720678  3.9609e-05
          35   -0.721006   -0.720688 3.95721e-05
          36   -0.720622   -0.720686  3.8515e-05
          37   -0.720544   -0.720682 3.76633e-05
          38   -0.720681   -0.720682 3.66722e-05
          39   -0.720281   -0.720672 3.71441e-05
          40    -0.72103   -0.720681 3.72806e-05
