#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     4.40761     4.40761           0
           2     4.40187     4.40474   0.0020289
           3     4.43514     4.41487  0.00838339
           4     4.40506     4.41242   0.0066363
           5     4.40331      4.4106  0.00555359
           6     4.41914     4.41202  0.00480726
           7     4.37302     4.40645  0.00660152
           8     4.39938     4.40557  0.00583523
           9      4.4339     4.40871  0.00597621
          10     4.42315     4.41016  0.00555011
          11     4.41654     4.41074  0.00507578
          12     4.40488     4.41025  0.00467622
          13     4.40279     4.40968  0.00435153
          14     4.42601     4.41084  0.00419412
          15      4.4189     4.41138  0.00394879
          16     4.42777      4.4124  0.00383252
          17     4.41584     4.41261  0.00361241
          18      4.4388     4.41406  0.00369317
          19     4.39335     4.41297  0.00365605
          20     4.44469     4.41456  0.00380164
          21     4.41362     4.41451  0.00362087
          22     4.42883     4.41516  0.00351426
          23     4.43156     4.41588    0.003433
          24     4.37167     4.41403  0.00375175
          25     4.39797     4.41339  0.00365631
          26     4.43203     4.41411  0.00358531
          27     4.39466     4.41339  0.00352412
          28     4.40229     4.41299  0.00342046
          29     4.41806     4.41317  0.00330698
          30     4.40444     4.41288  0.00320952
          31     4.42593      4.4133   0.0031335
          32     4.43648     4.41402  0.00311823
          33     4.38025       4.413  0.00318729
          34     4.42536     4.41336  0.00311423
          35     4.43006     4.41384  0.00306159
          36     4.39354     4.41327  0.00302802
          37     4.39349     4.41274  0.00299301
          38     4.40504     4.41254   0.0029211
          39     4.38484     4.41183  0.00293127
          40     4.41665     4.41195  0.00286047
