#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.699003    0.699003           0
           2     0.65101    0.675006   0.0169681
           3    0.675333    0.675115   0.0113124
           4    0.682753    0.677024  0.00864394
           5     0.67567    0.676753  0.00691939
           6    0.664456    0.674704  0.00606212
           7     0.68215    0.675768   0.0052886
           8     0.68461    0.676873  0.00474162
           9    0.674201    0.676576  0.00422406
          10    0.658474    0.674766  0.00417154
          11    0.684442    0.675645  0.00388394
          12    0.658886    0.674249  0.00380311
          13    0.698104    0.676084  0.00392841
          14    0.693207    0.677307  0.00383349
          15    0.685201    0.677833  0.00361387
          16    0.656423    0.676495   0.0036273
          17    0.663043    0.675704  0.00349918
          18    0.673553    0.675584  0.00330682
          19    0.663758    0.674962  0.00319082
          20    0.657615    0.674094  0.00314696
          21    0.691647     0.67493  0.00310612
          22    0.690626    0.675644  0.00304576
          23    0.683906    0.676003  0.00293445
          24    0.682544    0.676276   0.0028248
          25    0.677441    0.676322   0.0027122
          26    0.664405    0.675864  0.00264633
          27    0.681811    0.676084  0.00255747
          28    0.674887    0.676041  0.00246649
          29    0.666667    0.675718  0.00240252
          30    0.660937    0.675225  0.00237243
          31    0.664761    0.674888  0.00231979
          32    0.651696    0.674163  0.00235779
          33    0.673785    0.674152  0.00228637
          34    0.677579    0.674252  0.00222134
          35    0.688663    0.674664   0.0021957
          36    0.652592    0.674051  0.00221866
          37    0.664926    0.673804  0.00217236
          38    0.685154    0.674103  0.00213563
          39    0.660088    0.673744  0.00211088
          40    0.669541    0.673639  0.00206073
