#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0382718   0.0382718           0
           2   0.0367861   0.0375289 0.000525267
           3   0.0385538   0.0378705 0.000447688
           4    0.038274   0.0379714 0.000346941
           5   0.0395126   0.0382796 0.000391211
           6   0.0396626   0.0385101 0.000388018
           7   0.0377674    0.038404 0.000346789
           8   0.0372106   0.0382549 0.000333989
           9   0.0366235   0.0380736 0.000342552
          10   0.0374129   0.0380075 0.000314604
          11   0.0376788   0.0379776 0.000287419
          12   0.0374219   0.0379313 0.000267173
          13   0.0377833   0.0379199 0.000246863
          14   0.0384398   0.0379571 0.000232006
          15   0.0378412   0.0379493 0.000216668
          16   0.0377836    0.037939 0.000203373
          17   0.0372753      0.0379 0.000195122
          18   0.0384368   0.0379298 0.000186547
          19   0.0389305   0.0379824 0.000184014
          20   0.0372318   0.0379449   0.0001786
          21   0.0379325   0.0379443 0.000170096
          22   0.0388729   0.0379865  0.00016752
          23   0.0383538   0.0380025 0.000160995
          24   0.0389074   0.0380402 0.000158641
          25   0.0379278   0.0380357 0.000152359
          26   0.0358173   0.0379504 0.000168707
          27   0.0372952   0.0379261 0.000164195
          28   0.0386159   0.0379508 0.000160168
          29   0.0382456   0.0379609 0.000154967
          30   0.0374214   0.0379429 0.000150841
          31   0.0376024    0.037932 0.000146375
          32   0.0378307   0.0379288 0.000141835
          33   0.0384971    0.037946 0.000138578
          34   0.0386576   0.0379669 0.000136074
          35   0.0394344   0.0380089 0.000138495
          36   0.0377817   0.0380026 0.000134791
          37   0.0376754   0.0379937 0.000131438
          38   0.0391881   0.0380251 0.000131684
          39   0.0368017   0.0379938 0.000131991
          40   0.0382885   0.0380011 0.000128896
