#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     44.2877     44.2877           0
           2     44.6827     44.4852    0.139654
           3     44.2734     44.4146    0.109504
           4     44.8333     44.5193    0.122317
           5     44.5037     44.5161   0.0978932
           6     44.2397     44.4701   0.0917783
           7     43.7984     44.3741    0.118657
           8     43.8257     44.3056     0.12203
           9     44.5571     44.3335    0.111625
          10     44.7865     44.3788    0.109268
          11     44.2498     44.3671   0.0999628
          12     44.1039     44.3451   0.0940085
          13     45.5376     44.4369    0.123679
          14     44.3125      44.428    0.115164
          15     44.5952     44.4391    0.108024
          16     43.6928     44.3925    0.110887
          17     45.0125      44.429    0.110198
          18      44.032     44.4069     0.10626
          19     44.2929     44.4009    0.100836
          20     43.7995     44.3708    0.100177
          21     44.2956     44.3673    0.095471
          22       43.99     44.3501   0.0926584
          23     44.1098     44.3397   0.0892168
          24     44.4835     44.3457   0.0857004
          25     44.2776     44.3429   0.0823157
          26     43.7924     44.3218   0.0818278
          27     43.9363     44.3075   0.0800327
          28     44.2437     44.3052   0.0772068
          29      44.686     44.3183   0.0756527
          30     45.3447     44.3525   0.0804957
          31     43.4638     44.3239   0.0828474
          32     44.6964     44.3355   0.0810724
          33     44.0574     44.3271   0.0790526
          34     43.7431     44.3099   0.0785714
          35      44.492     44.3151   0.0764985
          36     44.8335     44.3295   0.0757165
          37     44.0365     44.3216   0.0740831
          38     45.0374     44.3404   0.0744899
          39     44.3524     44.3407   0.0725805
          40       44.74     44.3507    0.071449
