#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.892647    0.892647           0
           2    0.878887    0.885767  0.00486464
           3    0.869914    0.880483  0.00539758
           4    0.886894    0.882085  0.00427955
           5    0.901525    0.885973  0.00488001
           6     0.89146    0.886888  0.00415146
           7    0.888159    0.887069  0.00356236
           8    0.890367    0.887482  0.00314083
           9    0.903618    0.889275  0.00326371
          10    0.886572    0.889004   0.0029485
          11    0.893264    0.889392  0.00270576
          12    0.892328    0.889636  0.00249132
          13    0.887644    0.889483  0.00230439
          14    0.900948    0.890302  0.00228068
          15    0.890569     0.89032   0.0021287
          16    0.888248     0.89019  0.00199959
          17    0.898024    0.890651  0.00193434
          18    0.885287    0.890353  0.00184969
          19    0.878826    0.889746  0.00184915
          20    0.890011     0.88976  0.00175674
          21    0.905082    0.890489   0.0018183
          22    0.883687     0.89018  0.00176175
          23    0.887756    0.890075   0.0016883
          24    0.904379    0.890671  0.00171995
          25    0.881412      0.8903  0.00169056
          26    0.894696    0.890469  0.00163397
          27    0.892575    0.890547  0.00157531
          28    0.886562    0.890405  0.00152547
          29    0.888364    0.890335  0.00147449
          30     0.88141    0.890037  0.00145504
          31    0.896487    0.890245   0.0014229
          32    0.858049    0.889239  0.00169727
          33    0.893405    0.889365  0.00165053
          34    0.886281    0.889275  0.00160447
          35    0.923918    0.890264  0.00183877
          36     0.89339    0.890351  0.00178975
          37    0.892549    0.890411  0.00174236
          38     0.89049    0.890413  0.00169651
          39     0.90498    0.890786  0.00169363
          40    0.890212    0.890772  0.00165135
