#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.554703   -0.554703           0
           2   -0.554779   -0.554741 2.66721e-05
           3   -0.554687   -0.554723 2.29929e-05
           4   -0.554467   -0.554659 5.80519e-05
           5   -0.554578   -0.554643 4.86825e-05
           6   -0.554658   -0.554645 4.06359e-05
           7   -0.554908   -0.554683 4.91531e-05
           8   -0.554606   -0.554673 4.39411e-05
           9    -0.55483   -0.554691 4.23587e-05
          10   -0.554874   -0.554709 4.19088e-05
          11   -0.554726   -0.554711 3.81287e-05
          12   -0.554768   -0.554715 3.52476e-05
          13   -0.554532   -0.554701 3.52479e-05
          14   -0.554816   -0.554709  3.3667e-05
          15   -0.554332   -0.554684 3.97187e-05
          16   -0.554707   -0.554686 3.72623e-05
          17   -0.554956   -0.554702 3.83231e-05
          18   -0.554366   -0.554683 4.04639e-05
          19   -0.554856   -0.554692 3.93421e-05
          20   -0.554397   -0.554677 4.00519e-05
          21   -0.554568   -0.554672 3.84827e-05
          22   -0.554817   -0.554679 3.72953e-05
          23   -0.554494   -0.554671 3.65314e-05
          24   -0.554477   -0.554663 3.58922e-05
          25   -0.554698   -0.554664 3.44847e-05
          26   -0.554871   -0.554672 3.40657e-05
          27   -0.554632    -0.55467 3.28356e-05
          28   -0.554297   -0.554657 3.42665e-05
          29   -0.554588   -0.554655 3.31686e-05
          30   -0.554456   -0.554648 3.27193e-05
          31   -0.554394    -0.55464 3.26718e-05
          32   -0.554808   -0.554645 3.20679e-05
          33   -0.554859   -0.554652 3.17455e-05
          34    -0.55485   -0.554657 3.13438e-05
          35   -0.554882   -0.554664 3.10951e-05
          36   -0.554705   -0.554665 3.02521e-05
          37     -0.5545   -0.554661 2.97594e-05
          38   -0.554436   -0.554655 2.95584e-05
          39    -0.55429   -0.554645   3.024e-05
          40   -0.554821    -0.55465 2.98009e-05
