#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.297301    0.297301           0
           2    0.289713    0.293507  0.00268273
           3    0.298432    0.295149    0.002235
           4    0.291969    0.294354  0.00181214
           5    0.291323    0.293747   0.0015478
           6    0.302702     0.29524  0.00187611
           7    0.296199    0.295377  0.00161309
           8    0.294962    0.295325  0.00141228
           9     0.29649    0.295454  0.00126128
          10    0.281529    0.294062  0.00174177
          11    0.300409    0.294639  0.00167629
          12    0.285935    0.293914  0.00168623
          13    0.298138    0.294239  0.00158752
          14    0.293128    0.294159  0.00147611
          15    0.283675     0.29346  0.00153427
          16    0.281324    0.292702  0.00161503
          17    0.288589     0.29246  0.00153804
          18    0.289769     0.29231  0.00145984
          19    0.297727    0.292595  0.00141057
          20    0.282217    0.292076  0.00143231
          21    0.295166    0.292224  0.00137164
          22    0.295981    0.292394  0.00131989
          23    0.292068     0.29238  0.00126258
          24    0.290175    0.292288  0.00121331
          25    0.297483    0.292496  0.00118243
          26     0.27999    0.292015  0.00123091
          27    0.293113    0.292056  0.00118599
          28    0.298234    0.292276  0.00116398
          29    0.286329    0.292071  0.00114176
          30    0.302454    0.292417  0.00115496
          31    0.287585    0.292262  0.00112818
          32    0.289038    0.292161  0.00109741
          33    0.293181    0.292192  0.00106459
          34    0.277209    0.291751  0.00112077
          35    0.298529    0.291945  0.00110536
          36    0.292423    0.291958  0.00107473
          37    0.285017     0.29177  0.00106193
          38    0.298113    0.291937  0.00104702
          39    0.287305    0.291819  0.00102689
          40    0.295005    0.291898   0.0010043
