#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.761688   -0.761688           0
           2   -0.761795   -0.761741 3.78161e-05
           3   -0.761398   -0.761627 9.69073e-05
           4   -0.761904   -0.761696 9.42567e-05
           5   -0.761462   -0.761649 8.62118e-05
           6   -0.761893    -0.76169 8.08554e-05
           7   -0.761397   -0.761648 7.93705e-05
           8    -0.76157   -0.761638 7.00417e-05
           9   -0.761532   -0.761627 6.32585e-05
          10   -0.761694   -0.761633 5.72928e-05
          11   -0.761772   -0.761646  5.3463e-05
          12   -0.761709   -0.761651 4.92636e-05
          13    -0.76173   -0.761657  4.5847e-05
          14   -0.762297   -0.761703 6.12455e-05
          15   -0.761018   -0.761657 7.22001e-05
          16    -0.76132   -0.761636  7.0693e-05
          17    -0.76133   -0.761618 6.87858e-05
          18   -0.761536   -0.761614 6.51154e-05
          19   -0.761781   -0.761622   6.228e-05
          20   -0.761465   -0.761615 5.96645e-05
          21    -0.76157   -0.761612 5.68617e-05
          22   -0.761685   -0.761616 5.43731e-05
          23   -0.761354   -0.761604 5.31869e-05
          24   -0.761198   -0.761587 5.35954e-05
          25   -0.761567   -0.761587 5.14577e-05
          26   -0.761925     -0.7616 5.11002e-05
          27   -0.761523   -0.761597 4.92862e-05
          28   -0.761626   -0.761598 4.75372e-05
          29   -0.761511   -0.761595 4.59918e-05
          30   -0.761613   -0.761596 4.44629e-05
          31   -0.761651   -0.761597 4.30647e-05
          32   -0.762028   -0.761611 4.37709e-05
          33   -0.761574    -0.76161 4.24585e-05
          34   -0.761915   -0.761619   4.215e-05
          35   -0.761363   -0.761611 4.15744e-05
          36   -0.761719   -0.761614 4.05264e-05
          37    -0.76163   -0.761615 3.94332e-05
          38   -0.761421    -0.76161 3.87249e-05
          39   -0.760867   -0.761591 4.21502e-05
          40   -0.761889   -0.761598  4.1753e-05
