#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0336306   0.0336306           0
           2     0.03292   0.0332753 0.000251235
           3   0.0342994   0.0336167 0.000325159
           4   0.0340699     0.03373 0.000262872
           5   0.0345867   0.0339013 0.000260216
           6   0.0349963   0.0340838 0.000273454
           7   0.0331492   0.0339503 0.000264988
           8   0.0331976   0.0338562 0.000248005
           9   0.0322065   0.0336729 0.000280114
          10   0.0331716   0.0336228 0.000256549
          11   0.0334703   0.0336089 0.000233601
          12    0.033441   0.0335949 0.000214553
          13   0.0334364   0.0335827 0.000198395
          14   0.0337733   0.0335964  0.00018469
          15    0.033655   0.0336003 0.000172419
          16   0.0335226   0.0335954 0.000161711
          17   0.0333648   0.0335818 0.000152767
          18   0.0337489   0.0335911 0.000144562
          19   0.0341515   0.0336206  0.00013993
          20    0.033389    0.033609 0.000133412
          21   0.0336706    0.033612 0.000127091
          22   0.0345387   0.0336541 0.000128105
          23    0.033863   0.0336632 0.000122857
          24   0.0342144   0.0336861 0.000119865
          25   0.0331216   0.0336636 0.000117178
          26   0.0317974   0.0335918 0.000132848
          27   0.0326964   0.0335586 0.000132002
          28   0.0342588   0.0335836 0.000129635
          29   0.0340914   0.0336011 0.000126341
          30    0.033697   0.0336043  0.00012217
          31   0.0328516     0.03358 0.000120618
          32   0.0329536   0.0335605 0.000118427
          33   0.0342245   0.0335806 0.000116535
          34   0.0338402   0.0335882 0.000113357
          35   0.0349308   0.0336266 0.000116428
          36   0.0336131   0.0336262 0.000113195
          37   0.0331075   0.0336122    0.000111
          38   0.0347381   0.0336418 0.000111964
          39   0.0322501   0.0336061 0.000114639
          40   0.0334897   0.0336032  0.00011181
