#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.504533   -0.504533           0
           2   -0.504874   -0.504704 0.000120632
           3   -0.504824   -0.504744 8.68373e-05
           4   -0.504626   -0.504714 6.99469e-05
           5   -0.504821   -0.504736 5.91256e-05
           6   -0.504549   -0.504705 5.69086e-05
           7   -0.504651   -0.504697 4.92831e-05
           8   -0.504719     -0.5047 4.31968e-05
           9   -0.504718   -0.504702 3.84428e-05
          10   -0.504756   -0.504707 3.49787e-05
          11   -0.504956    -0.50473  3.8402e-05
          12   -0.504779   -0.504734 3.54205e-05
          13   -0.504548    -0.50472 3.54696e-05
          14    -0.50488   -0.504731 3.47393e-05
          15   -0.504672   -0.504727 3.26415e-05
          16   -0.504638   -0.504722 3.10716e-05
          17   -0.505009   -0.504738 3.35261e-05
          18   -0.504208   -0.504709  4.2704e-05
          19   -0.504761   -0.504712 4.05434e-05
          20   -0.504506   -0.504701 3.98036e-05
          21   -0.504681     -0.5047 3.79197e-05
          22   -0.504907    -0.50471  3.7344e-05
          23   -0.504603   -0.504705 3.60063e-05
          24   -0.504647   -0.504703 3.45883e-05
          25   -0.504633     -0.5047 3.33174e-05
          26   -0.504898   -0.504708 3.28974e-05
          27   -0.504763    -0.50471 3.17433e-05
          28   -0.504454     -0.5047 3.18954e-05
          29   -0.504929   -0.504708 3.17543e-05
          30   -0.504669   -0.504707 3.07226e-05
          31    -0.50457   -0.504703 3.00469e-05
          32   -0.504895   -0.504709 2.97024e-05
          33   -0.504642   -0.504707 2.88708e-05
          34   -0.504962   -0.504714 2.89839e-05
          35   -0.504753   -0.504715 2.81769e-05
          36   -0.504858   -0.504719 2.76726e-05
          37   -0.504727   -0.504719 2.69255e-05
          38   -0.504393   -0.504711 2.75504e-05
          39   -0.504417   -0.504703 2.78551e-05
          40   -0.504667   -0.504702 2.71733e-05
