#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.582779   -0.582779           0
           2   -0.582829   -0.582804 1.76777e-05
           3   -0.582683   -0.582764 3.52028e-05
           4   -0.582692   -0.582746  3.0605e-05
           5   -0.582736   -0.582744 2.45485e-05
           6   -0.582963    -0.58278 3.90892e-05
           7   -0.583013   -0.582814 4.55077e-05
           8   -0.582897   -0.582824 4.09831e-05
           9   -0.583035   -0.582848 4.26265e-05
          10   -0.582889   -0.582852 3.85614e-05
          11   -0.582982   -0.582864 3.68442e-05
          12   -0.582986   -0.582874 3.51692e-05
          13   -0.582659   -0.582857 3.61411e-05
          14   -0.582762    -0.58285 3.41942e-05
          15   -0.582621   -0.582835 3.51778e-05
          16    -0.58275    -0.58283 3.33762e-05
          17   -0.583188   -0.582851 3.74746e-05
          18   -0.582608   -0.582837 3.77368e-05
          19   -0.583104   -0.582851 3.82699e-05
          20   -0.582545   -0.582836 3.93127e-05
          21   -0.582719   -0.582831 3.78355e-05
          22      -0.583   -0.582838 3.68886e-05
          23   -0.582813   -0.582837 3.53014e-05
          24   -0.582458   -0.582821 3.72026e-05
          25   -0.582662   -0.582815 3.62534e-05
          26    -0.58278   -0.582814 3.48833e-05
          27   -0.582881   -0.582816 3.36805e-05
          28    -0.58258   -0.582808 3.35195e-05
          29   -0.582822   -0.582808 3.23672e-05
          30   -0.582773   -0.582807 3.13098e-05
          31   -0.582554   -0.582799 3.13427e-05
          32   -0.582982   -0.582805 3.08824e-05
          33    -0.58316   -0.582815 3.17678e-05
          34   -0.582949   -0.582819 3.10763e-05
          35   -0.583018   -0.582825 3.07028e-05
          36   -0.582941   -0.582828 3.00195e-05
          37   -0.582588   -0.582822 2.98999e-05
          38   -0.582782   -0.582821 2.91316e-05
          39   -0.582425    -0.58281 3.00988e-05
          40   -0.582918   -0.582813 2.94668e-05
