#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.18444     2.18444           0
           2     2.17602     2.18023  0.00297817
           3     2.18303     2.18116   0.0021262
           4     2.18665     2.18254   0.0019889
           5      2.1738     2.18079  0.00223047
           6     2.18156     2.18092  0.00186238
           7     2.17748     2.18043  0.00165989
           8     2.17502     2.17975  0.00158381
           9      2.1812     2.17991  0.00141601
          10     2.18853     2.18077    0.001514
          11     2.17648     2.18038  0.00142586
          12     2.17829     2.18021  0.00131769
          13     2.17446     2.17977  0.00128845
          14     2.18331     2.18002  0.00122098
          15     2.17181     2.17947  0.00125624
          16     2.16655     2.17866  0.00141364
          17     2.19221     2.17946  0.00153881
          18      2.2009     2.18065  0.00185783
          19     2.19135     2.18121  0.00184339
          20     2.17874     2.18109  0.00175538
          21     2.19225     2.18162   0.0017504
          22     2.18689     2.18186  0.00168712
          23     2.19155     2.18228  0.00166555
          24     2.16789     2.18168  0.00170074
          25     2.18446     2.18179  0.00163634
          26     2.17992     2.18172  0.00157498
          27     2.17715     2.18155  0.00152572
          28     2.18732     2.18176  0.00148506
          29     2.17647     2.18158    0.001445
          30     2.18505     2.18169  0.00140148
          31     2.18663     2.18185  0.00136531
          32     2.18637     2.18199  0.00132991
          33     2.18821     2.18218  0.00130289
          34     2.18556     2.18228  0.00126836
          35     2.18983      2.1825  0.00125033
          36     2.18312     2.18251  0.00121572
          37     2.18353     2.18254  0.00118318
          38     2.18477      2.1826   0.0011535
          39     2.17412     2.18238  0.00114423
          40     2.18367     2.18241  0.00111608
