#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.528526   -0.528526           0
           2   -0.528915    -0.52872 0.000137462
           3   -0.528775   -0.528739 9.28363e-05
           4    -0.52861   -0.528707 7.49546e-05
           5   -0.528729   -0.528711 6.01035e-05
           6   -0.528591   -0.528691 5.33309e-05
           7   -0.528858   -0.528715 5.07748e-05
           8   -0.528574   -0.528697 4.73886e-05
           9     -0.5288   -0.528709  4.3465e-05
          10   -0.528717   -0.528709 3.91263e-05
          11   -0.528845   -0.528722 3.74684e-05
          12   -0.528709   -0.528721 3.43608e-05
          13   -0.528512   -0.528705  3.5259e-05
          14   -0.528822   -0.528713 3.37151e-05
          15   -0.528459   -0.528696 3.54726e-05
          16   -0.528622   -0.528692 3.35576e-05
          17   -0.528988   -0.528709  3.5843e-05
          18   -0.528306   -0.528687 4.02525e-05
          19   -0.528774   -0.528691 3.83946e-05
          20   -0.528505   -0.528682 3.75849e-05
          21   -0.528574   -0.528677 3.61464e-05
          22    -0.52871   -0.528678 3.45358e-05
          23   -0.528502   -0.528671 3.38707e-05
          24    -0.52846   -0.528662 3.35743e-05
          25   -0.528561   -0.528658 3.24721e-05
          26   -0.528894   -0.528667 3.24724e-05
          27   -0.528712   -0.528669 3.13133e-05
          28   -0.528363   -0.528658 3.20418e-05
          29   -0.528775   -0.528662 3.11915e-05
          30    -0.52848   -0.528656 3.07343e-05
          31   -0.528464   -0.528649 3.03593e-05
          32   -0.528862   -0.528656 3.01299e-05
          33   -0.528794    -0.52866 2.95065e-05
          34   -0.528989    -0.52867 3.01791e-05
          35    -0.52876   -0.528673 2.94262e-05
          36   -0.528683   -0.528673 2.86103e-05
          37    -0.52845   -0.528667 2.84665e-05
          38   -0.528381   -0.528659 2.86924e-05
          39   -0.528339   -0.528651  2.9109e-05
          40   -0.528734   -0.528653 2.84546e-05
