#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.417961    0.417961           0
           2    0.421479     0.41972  0.00124369
           3    0.418824    0.419421 0.000864282
           4    0.420601    0.419716  0.00069668
           5    0.419687     0.41971 0.000557369
           6    0.418078    0.419438  0.00052669
           7    0.420258    0.419555 0.000464272
           8    0.419838    0.419591 0.000407578
           9    0.420474    0.419689 0.000373927
          10    0.421543    0.419874 0.000379745
          11    0.420848    0.419963 0.000355387
          12    0.421927    0.420126 0.000361508
          13    0.419387     0.42007 0.000338141
          14    0.421415    0.420166 0.000327359
          15    0.421628    0.420263 0.000319732
          16    0.420754    0.420294 0.000301219
          17    0.421433    0.420361 0.000290864
          18    0.421764    0.420439 0.000284953
          19    0.418248    0.420323 0.000292365
          20    0.421055     0.42036 0.000280027
          21    0.419902    0.420338 0.000267541
          22    0.418934    0.420274 0.000262889
          23    0.420131    0.420268 0.000251532
          24    0.420875    0.420293 0.000242321
          25    0.419761    0.420272 0.000233561
          26    0.418939    0.420221 0.000230142
          27    0.419816    0.420206 0.000222107
          28    0.420853    0.420229 0.000215375
          29    0.418923    0.420184 0.000212607
          30    0.417795    0.420104 0.000219929
          31    0.420296    0.420111 0.000212921
          32    0.420632    0.420127 0.000206891
          33    0.421901    0.420181  0.00020749
          34    0.421071    0.420207 0.000203033
          35    0.422203    0.420264 0.000205085
          36    0.419258    0.420236 0.000201283
          37    0.421636    0.420274  0.00019937
          38    0.420435    0.420278 0.000194168
          39    0.420095    0.420273 0.000189246
          40    0.418731    0.420235 0.000188404
