#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.435332    0.435332           0
           2    0.442131    0.438732  0.00240383
           3    0.440695    0.439386  0.00168931
           4    0.439737    0.439474  0.00126926
           5    0.440282    0.439636  0.00102565
           6    0.438986    0.439527 0.000860414
           7    0.440278    0.439635 0.000744151
           8    0.443152    0.440074 0.000770174
           9    0.440586    0.440131 0.000686692
          10    0.439858    0.440104 0.000618568
          11    0.435315    0.439668  0.00069894
          12    0.442211     0.43988 0.000672043
          13    0.438526    0.439776 0.000628367
          14    0.441582    0.439905  0.00059658
          15    0.441077    0.439983 0.000561896
          16    0.442363    0.440132 0.000546112
          17     0.43993     0.44012 0.000514116
          18    0.440338    0.440132 0.000485696
          19    0.436204    0.439925  0.00050221
          20    0.441509    0.440005   0.0004833
          21    0.441804     0.44009 0.000467823
          22    0.439228    0.440051 0.000448199
          23    0.437287    0.439931 0.000444529
          24    0.439684    0.439921 0.000426126
          25    0.445047    0.440126 0.000455752
          26    0.434824    0.439922  0.00048169
          27    0.440648    0.439949   0.0004646
          28    0.445726    0.440155 0.000491701
          29    0.439577    0.440135 0.000475149
          30    0.439011    0.440098 0.000460787
          31    0.438645    0.440051   0.0004483
          32    0.439489    0.440033 0.000434635
          33    0.438005    0.439972 0.000425789
          34    0.440063    0.439974 0.000413274
          35    0.441402    0.440015 0.000403473
          36     0.43674    0.439924 0.000402389
          37    0.441936    0.439979 0.000395172
          38    0.441357    0.440015 0.000386433
          39    0.439714    0.440007 0.000376602
          40    0.436286    0.439914 0.000378503
