#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0300563   0.0300563           0
           2   0.0287658   0.0294111 0.000456268
           3    0.030502   0.0297747 0.000425069
           4   0.0306692   0.0299983 0.000373019
           5   0.0311543   0.0302295 0.000363057
           6   0.0315595   0.0304512 0.000363976
           7   0.0298756    0.030369 0.000321133
           8    0.029667   0.0302812 0.000292735
           9   0.0286049    0.030095 0.000313921
          10    0.029634   0.0300489 0.000285893
          11   0.0299672   0.0300414 0.000259999
          12   0.0298354   0.0300243 0.000238899
          13   0.0298345   0.0300097 0.000220968
          14   0.0307427    0.030062 0.000211297
          15    0.029823   0.0300461  0.00019781
          16    0.029915   0.0300379 0.000185617
          17   0.0298829   0.0300288 0.000174922
          18   0.0298577   0.0300193 0.000165462
          19   0.0306956   0.0300549 0.000160537
          20   0.0298833   0.0300463 0.000152739
          21   0.0302836   0.0300576 0.000145884
          22   0.0310302   0.0301018 0.000145797
          23    0.030251   0.0301083 0.000139602
          24   0.0304131    0.030121 0.000134362
          25   0.0293948   0.0300919  0.00013209
          26   0.0285242   0.0300316 0.000140099
          27   0.0289931   0.0299932 0.000140091
          28   0.0305546   0.0300132 0.000136515
          29   0.0304817   0.0300294  0.00013276
          30   0.0301286   0.0300327 0.000128376
          31    0.029479   0.0300148 0.000125471
          32   0.0295876   0.0300015 0.000122258
          33   0.0304943   0.0300164 0.000119462
          34   0.0305982   0.0300335 0.000117167
          35   0.0311837   0.0300664 0.000118338
          36   0.0300132   0.0300649  0.00011506
          37   0.0297909   0.0300575 0.000112189
          38   0.0312361   0.0300885 0.000113443
          39   0.0287978   0.0300554  0.00011526
          40   0.0295748   0.0300434 0.000113003
