#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.462078   -0.462078           0
           2   -0.462293   -0.462185  7.5915e-05
           3   -0.462322   -0.462231 6.28946e-05
           4   -0.461978   -0.462168 7.23425e-05
           5    -0.46231   -0.462196 6.32089e-05
           6   -0.462103   -0.462181 5.45437e-05
           7    -0.46216   -0.462178 4.68303e-05
           8   -0.462136   -0.462172 4.12639e-05
           9   -0.462172   -0.462172  3.6679e-05
          10   -0.462376   -0.462193 3.82254e-05
          11   -0.462493    -0.46222 4.34212e-05
          12   -0.462088   -0.462209 4.11771e-05
          13   -0.462043   -0.462196 3.99516e-05
          14   -0.462265   -0.462201 3.74024e-05
          15   -0.462111   -0.462195  3.5385e-05
          16    -0.46207   -0.462187 3.40244e-05
          17   -0.462337   -0.462196  3.3141e-05
          18   -0.461596   -0.462163 4.50616e-05
          19   -0.462455   -0.462178 4.52425e-05
          20   -0.462179   -0.462178 4.29804e-05
          21   -0.462195   -0.462179 4.09413e-05
          22   -0.462097   -0.462175 3.92511e-05
          23   -0.462203   -0.462177  3.7563e-05
          24   -0.461917   -0.462166 3.75274e-05
          25   -0.462196   -0.462167 3.60458e-05
          26   -0.462257    -0.46217 3.48266e-05
          27   -0.462316   -0.462176 3.39526e-05
          28   -0.461921   -0.462167 3.39386e-05
          29   -0.462419   -0.462175 3.38683e-05
          30   -0.462191   -0.462176 3.27433e-05
          31   -0.462071   -0.462173 3.18614e-05
          32   -0.462516   -0.462183 3.26275e-05
          33   -0.462168   -0.462183  3.1642e-05
          34   -0.462595   -0.462195 3.29565e-05
          35   -0.462195   -0.462195 3.20148e-05
          36   -0.462325   -0.462199 3.13295e-05
          37   -0.461998   -0.462193 3.09497e-05
          38   -0.461867   -0.462185 3.13047e-05
          39    -0.46179   -0.462174 3.20951e-05
          40   -0.462154   -0.462174 3.12969e-05
