#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.370869    0.370869           0
           2    0.371455    0.371162 0.000207058
           3    0.371983    0.371436 0.000262688
           4    0.370458    0.371191 0.000289259
           5    0.370891    0.371131 0.000237547
           6    0.371942    0.371267 0.000233233
           7    0.371255    0.371265 0.000199919
           8    0.371557    0.371301 0.000178225
           9     0.37141    0.371313 0.000158829
          10    0.372062    0.371388 0.000159622
          11    0.369342    0.371202 0.000229179
          12    0.371764    0.371249 0.000214801
          13    0.372701    0.371361 0.000225463
          14    0.372046     0.37141 0.000214603
          15    0.371987    0.371448 0.000203724
          16    0.371013    0.371421 0.000192795
          17    0.373764    0.371559  0.00022541
          18    0.371678    0.371565 0.000212985
          19    0.371593    0.371567  0.00020178
          20    0.372338    0.371605 0.000195343
          21    0.370826    0.371568 0.000189531
          22      0.3713    0.371556 0.000181308
          23    0.372001    0.371576 0.000174452
          24    0.371167    0.371559  0.00016801
          25    0.370575    0.371519 0.000165829
          26    0.370047    0.371463 0.000168836
          27    0.370218    0.371416 0.000168759
          28    0.372086     0.37144 0.000164415
          29    0.371209    0.371432  0.00015894
          30      0.3713    0.371428 0.000153703
          31     0.37118     0.37142 0.000148954
          32    0.370978    0.371406 0.000144937
          33    0.370454    0.371377 0.000143387
          34    0.370285    0.371345 0.000142722
          35     0.37108    0.371338 0.000138846
          36    0.369059    0.371274 0.000148715
          37    0.371782    0.371288 0.000145328
          38    0.370705    0.371273 0.000142311
          39    0.371226    0.371272 0.000138667
          40     0.37026    0.371246 0.000137487
