#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.293342    0.293342           0
           2    0.293439     0.29339 3.45787e-05
           3    0.293407    0.293396 2.35032e-05
           4    0.292317    0.293126 0.000234262
           5    0.293055    0.293112 0.000187844
           6    0.293566    0.293188  0.00017112
           7    0.293622     0.29325 0.000157523
           8    0.293572     0.29329 0.000142902
           9    0.293977    0.293366 0.000145986
          10    0.292807     0.29331 0.000141717
          11     0.29303    0.293285 0.000131105
          12     0.29383     0.29333 0.000127809
          13    0.294731    0.293438 0.000156965
          14     0.29334    0.293431  0.00014591
          15     0.29353    0.293438  0.00013633
          16    0.293281    0.293428 0.000128162
          17    0.293894    0.293455  0.00012352
          18    0.293496    0.293458 0.000116678
          19    0.293325    0.293451 0.000110745
          20    0.293805    0.293468 0.000106617
          21    0.293641    0.293476 0.000101855
          22    0.293078    0.293458 9.88257e-05
          23    0.293677    0.293468 9.49838e-05
          24     0.29291    0.293445 9.38295e-05
          25     0.29379    0.293458 9.10907e-05
          26    0.292984     0.29344 8.93938e-05
          27    0.292561    0.293408 9.18204e-05
          28    0.293759     0.29342 8.93947e-05
          29    0.294127    0.293445  8.9569e-05
          30    0.294492    0.293479 9.31374e-05
          31    0.294284    0.293505 9.36813e-05
          32    0.293778    0.293514 9.11399e-05
          33    0.293729     0.29352 8.86111e-05
          34    0.293703    0.293526 8.61673e-05
          35    0.293792    0.293533 8.40416e-05
          36    0.293704    0.293538 8.18412e-05
          37    0.294007    0.293551 8.06026e-05
          38    0.293958    0.293562 7.91921e-05
          39    0.293501     0.29356 7.71768e-05
          40    0.294082    0.293573 7.63425e-05
