#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.68663     1.68663           0
           2     1.68937       1.688 0.000967165
           3     1.68556     1.68719 0.000926239
           4     1.69127     1.68821  0.00112414
           5      1.6843     1.68742  0.00113932
           6     1.68585     1.68716 0.000979249
           7      1.6844     1.68677 0.000915141
           8     1.68324     1.68633 0.000900612
           9     1.68355     1.68602  0.00085166
          10     1.69129     1.68655  0.00091533
          11     1.68651     1.68654 0.000832124
          12     1.68747     1.68662 0.000766394
          13     1.68384     1.68641 0.000736714
          14     1.68964     1.68664 0.000719452
          15     1.68814     1.68674 0.000678401
          16     1.67866     1.68623 0.000802253
          17     1.69637     1.68683 0.000951282
          18     1.70133     1.68763  0.00119157
          19      1.6979     1.68817  0.00124544
          20     1.68697     1.68811  0.00118463
          21     1.68724     1.68807  0.00112896
          22     1.69197     1.68825  0.00109145
          23     1.69655     1.68861  0.00110207
          24     1.68107      1.6883  0.00110006
          25     1.68103     1.68801  0.00109383
          26     1.68639     1.68794  0.00105352
          27     1.68811     1.68795  0.00101452
          28     1.69168     1.68808 0.000986984
          29     1.68677     1.68804 0.000953992
          30     1.68796     1.68803 0.000922195
          31     1.68943     1.68808 0.000893542
          32      1.6947     1.68829  0.00088923
          33     1.69124     1.68838 0.000866789
          34     1.69381     1.68854 0.000855923
          35      1.6917     1.68863 0.000836222
          36     1.69048     1.68868 0.000814569
          37     1.68884     1.68868 0.000792565
          38     1.68815     1.68867 0.000771832
          39     1.68945     1.68869 0.000752302
          40     1.68702     1.68865 0.000734657
