#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.27015     0.27015           0
           2    0.270331    0.270241 6.39923e-05
           3    0.270393    0.270291 5.93725e-05
           4    0.269925      0.2702 9.09946e-05
           5     0.27018    0.270196 7.28773e-05
           6    0.269768    0.270125 8.90387e-05
           7    0.270388    0.270162 8.38967e-05
           8    0.271032    0.270271 0.000125473
           9    0.270854    0.270336 0.000127141
          10    0.270093    0.270311 0.000116724
          11     0.26989    0.270273  0.00011223
          12    0.271145    0.270346 0.000124203
          13    0.271111    0.270405  0.00012783
          14    0.271142    0.270457 0.000129083
          15    0.270094    0.270433 0.000122731
          16    0.270176    0.270417 0.000116104
          17    0.270627    0.270429 0.000109927
          18    0.270718    0.270445 0.000104985
          19    0.270271    0.270436 9.98601e-05
          20    0.270542    0.270441 9.50079e-05
          21    0.270372    0.270438 9.05411e-05
          22    0.270311    0.270432 8.66096e-05
          23     0.27053    0.270437 8.29469e-05
          24    0.269322     0.27039 9.15764e-05
          25    0.270426    0.270392 8.79244e-05
          26    0.270376    0.270391 8.45446e-05
          27    0.269801    0.270369 8.41947e-05
          28    0.271416    0.270407 8.90991e-05
          29      0.2711     0.27043 8.91765e-05
          30    0.271069    0.270452 8.87089e-05
          31    0.270976    0.270469 8.74446e-05
          32    0.270729    0.270477 8.50901e-05
          33    0.270502    0.270478  8.2515e-05
          34    0.270847    0.270488 8.08023e-05
          35    0.270603    0.270492 7.85603e-05
          36    0.271444    0.270518 8.07097e-05
          37    0.270766    0.270525 7.88064e-05
          38    0.271161    0.270542 7.84893e-05
          39    0.271361    0.270563 7.92359e-05
          40    0.270599    0.270564 7.72601e-05
