#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.804574   -0.804574           0
           2   -0.804741   -0.804658  5.8803e-05
           3   -0.803981   -0.804432 0.000188231
           4   -0.804659   -0.804489 0.000149492
           5   -0.804102   -0.804412 0.000138152
           6    -0.80446    -0.80442 0.000115363
           7   -0.804289   -0.804401  0.00010037
           8   -0.804459   -0.804408 8.80836e-05
           9    -0.80431   -0.804397 7.89679e-05
          10   -0.804802   -0.804438 8.07544e-05
          11   -0.804664   -0.804458 7.59798e-05
          12   -0.804294   -0.804445 7.08676e-05
          13   -0.804527   -0.804451 6.56991e-05
          14   -0.805054   -0.804494 7.37811e-05
          15   -0.804056   -0.804465 7.44096e-05
          16    -0.80407    -0.80444 7.37347e-05
          17   -0.804498   -0.804444 6.94771e-05
          18   -0.804366   -0.804439 6.57493e-05
          19   -0.804344   -0.804434 6.24789e-05
          20   -0.804013   -0.804413 6.28093e-05
          21    -0.80438   -0.804412 5.98378e-05
          22   -0.804294   -0.804406 5.73575e-05
          23   -0.804387   -0.804406 5.48696e-05
          24   -0.804116   -0.804393 5.38923e-05
          25   -0.804195   -0.804385 5.23191e-05
          26   -0.804613   -0.804394  5.1035e-05
          27   -0.804537     -0.8044 4.94171e-05
          28   -0.804685    -0.80441 4.86905e-05
          29   -0.804572   -0.804415 4.73314e-05
          30   -0.804422   -0.804416 4.57542e-05
          31   -0.804808   -0.804428 4.60005e-05
          32   -0.804305   -0.804424 4.47227e-05
          33    -0.80467   -0.804432 4.39836e-05
          34   -0.804705    -0.80444 4.34195e-05
          35   -0.804263   -0.804435 4.24724e-05
          36   -0.804591   -0.804439 4.15124e-05
          37    -0.80427   -0.804435 4.06406e-05
          38   -0.804452   -0.804435 3.95738e-05
          39   -0.803784   -0.804418 4.19317e-05
          40   -0.805346   -0.804442 4.68539e-05
