#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.97474     2.97474           0
           2     2.97809     2.97641   0.0011842
           3     2.98607     2.97963  0.00274458
           4     2.97715     2.97901  0.00212714
           5     2.97462     2.97813  0.00187411
           6     2.97317     2.97731  0.00173473
           7     2.96726     2.97587  0.00199432
           8     2.99133      2.9778  0.00251257
           9     2.97979     2.97802  0.00224308
          10     2.97992     2.97821  0.00202673
          11      2.9688     2.97736  0.00201495
          12     2.99433     2.97877     0.00229
          13     2.97688     2.97863  0.00211848
          14     2.99566     2.97984  0.00228996
          15     2.95707     2.97832  0.00259228
          16     2.97814     2.97831  0.00243029
          17     2.99512      2.9793   0.0024803
          18     3.00873     2.98094  0.00283058
          19     2.98613     2.98121  0.00269479
          20     2.99704       2.982  0.00267376
          21     2.99752     2.98274  0.00264658
          22     2.97443     2.98236  0.00255311
          23     2.99409     2.98287  0.00249247
          24     2.96058     2.98194  0.00255585
          25     2.97608     2.98171  0.00246434
          26     2.96844      2.9812  0.00242185
          27     2.97759     2.98106  0.00233584
          28     2.98337     2.98115  0.00225387
          29     2.97552     2.98095   0.0021845
          30     2.97817     2.98086  0.00211365
          31     2.98695     2.98106  0.00205456
          32     2.98517     2.98118  0.00199437
          33     2.97951     2.98113  0.00193458
          34     2.97382     2.98092  0.00188962
          35     2.98635     2.98107  0.00184199
          36     2.98249     2.98111  0.00179125
          37     2.98094     2.98111  0.00174284
          38     2.99035     2.98135  0.00171384
          39      2.9663     2.98097  0.00171282
          40     2.98798     2.98114  0.00167895
