#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     15.0693     15.0693           0
           2     15.2594     15.1644   0.0672305
           3      15.407     15.2452   0.0798109
           4     15.3106     15.2616   0.0615089
           5     15.1965     15.2486   0.0505642
           6     15.0544     15.2162   0.0514646
           7     15.0527     15.1928   0.0491305
           8     15.4154     15.2207   0.0502502
           9     15.2669     15.2258   0.0449288
          10     15.2486     15.2281   0.0404937
          11     15.0213     15.2093   0.0409447
          12     15.3316     15.2195   0.0387816
          13     15.1656     15.2153    0.036019
          14     15.3398     15.2242   0.0345261
          15      15.463     15.2401   0.0357058
          16     15.2142     15.2385    0.033511
          17     15.2281     15.2379   0.0315454
          18     15.2727     15.2398   0.0298522
          19     15.1073     15.2329   0.0290851
          20     15.3715     15.2398   0.0284451
          21     15.3893     15.2469   0.0279673
          22     15.0628     15.2385   0.0279199
          23     14.9049      15.224   0.0302401
          24     14.9083     15.2109   0.0317124
          25     15.3247     15.2154   0.0307689
          26     15.0334     15.2084   0.0303714
          27     15.0829     15.2038   0.0296003
          28     15.5658     15.2167   0.0312397
          29     15.2603     15.2182   0.0301986
          30     15.3393     15.2223   0.0294603
          31     15.1932     15.2213   0.0285249
          32     15.3403      15.225   0.0278747
          33     14.9724     15.2174   0.0280612
          34     15.1904     15.2166   0.0272471
          35      15.336       15.22   0.0266815
          36     15.1325     15.2176   0.0260508
          37     15.2692      15.219   0.0253841
          38     15.5036     15.2265   0.0257978
          39     15.0104     15.2209   0.0257242
          40     15.4577     15.2268   0.0257534
