#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.848131   -0.848131           0
           2   -0.848946   -0.848538 0.000288047
           3   -0.848491   -0.848523 0.000192472
           4   -0.848334   -0.848475 0.000150019
           5    -0.84816   -0.848412 0.000132608
           6    -0.84809   -0.848359 0.000120909
           7   -0.848115   -0.848324  0.00010852
           8   -0.848455    -0.84834 9.61884e-05
           9   -0.847963   -0.848298 9.41926e-05
          10   -0.848543   -0.848323 8.78873e-05
          11   -0.848234   -0.848315 8.02683e-05
          12   -0.848557   -0.848335 7.60781e-05
          13   -0.848067   -0.848314 7.29685e-05
          14   -0.848629   -0.848337 7.11452e-05
          15   -0.848161   -0.848325 6.73588e-05
          16   -0.847817   -0.848293 7.02257e-05
          17   -0.848378   -0.848298 6.62732e-05
          18   -0.848945   -0.848334 7.16781e-05
          19   -0.848651   -0.848351 6.98129e-05
          20   -0.848794   -0.848373 6.97526e-05
          21    -0.84856   -0.848382  6.6999e-05
          22   -0.848274   -0.848377 6.41348e-05
          23   -0.847666   -0.848346 6.83856e-05
          24   -0.847308   -0.848303  7.8034e-05
          25   -0.848246   -0.848301 7.49459e-05
          26   -0.848587   -0.848312 7.28667e-05
          27   -0.848237   -0.848309 7.02199e-05
          28   -0.849022   -0.848334 7.21784e-05
          29   -0.848209    -0.84833 6.98182e-05
          30   -0.848332    -0.84833 6.74909e-05
          31   -0.848362   -0.848331 6.53217e-05
          32   -0.848507   -0.848337 6.35101e-05
          33   -0.847971   -0.848326 6.25438e-05
          34   -0.848234   -0.848323 6.07625e-05
          35   -0.848259   -0.848321 5.90538e-05
          36   -0.848014   -0.848312  5.8024e-05
          37   -0.848536   -0.848319 5.67698e-05
          38   -0.849046   -0.848338 5.84132e-05
          39   -0.847779   -0.848323 5.86444e-05
          40   -0.849695   -0.848358 6.64473e-05
