#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0271372   0.0271372           0
           2    0.025848   0.0264926 0.000455815
           3    0.027603   0.0268627 0.000428575
           4   0.0278634   0.0271129 0.000387625
           5   0.0280777   0.0273058 0.000354893
           6   0.0281042   0.0274389 0.000319717
           7   0.0272664   0.0274143 0.000274991
           8   0.0268146   0.0273393 0.000250626
           9   0.0258156     0.02717 0.000274056
          10    0.026029   0.0270559 0.000269355
          11   0.0270782   0.0270579 0.000244876
          12   0.0269526   0.0270492 0.000224627
          13   0.0267344   0.0270249 0.000208649
          14    0.027766   0.0270779 0.000200348
          15   0.0271078   0.0270799 0.000187002
          16   0.0269811   0.0270737 0.000175416
          17   0.0269024   0.0270636 0.000165386
          18    0.026938   0.0270566 0.000156345
          19   0.0277685   0.0270941 0.000152539
          20   0.0270514    0.027092 0.000144927
          21    0.027323    0.027103 0.000138443
          22   0.0275993   0.0271255 0.000133976
          23   0.0274127    0.027138 0.000128731
          24   0.0272918   0.0271444 0.000123527
          25   0.0262329    0.027108  0.00012385
          26   0.0260377   0.0270668 0.000125742
          27    0.026291   0.0270381 0.000124324
          28   0.0277462   0.0270634 0.000122429
          29   0.0274398   0.0270763 0.000118893
          30   0.0269763    0.027073 0.000114977
          31   0.0263613   0.0270501 0.000113537
          32   0.0265444   0.0270342 0.000111083
          33   0.0274229    0.027046 0.000108339
          34   0.0278065   0.0270684 0.000107437
          35   0.0280673   0.0270969 0.000108091
          36    0.027351    0.027104 0.000105319
          37   0.0267957   0.0270957 0.000102801
          38   0.0277519   0.0271129 0.000101536
          39    0.025905    0.027082 0.000103549
          40   0.0271239    0.027083 0.000100966
