#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.972976   -0.972976           0
           2    -0.97498   -0.973978 0.000708719
           3    -0.97473   -0.974229 0.000514943
           4   -0.974591   -0.974319 0.000394092
           5   -0.974505   -0.974356 0.000317024
           6   -0.975296   -0.974513 0.000300376
           7   -0.974413   -0.974499 0.000257803
           8   -0.973597   -0.974386 0.000249014
           9   -0.974739   -0.974425 0.000224418
          10   -0.973623   -0.974345 0.000215847
          11   -0.973952   -0.974309 0.000199155
          12    -0.97457   -0.974331 0.000183741
          13   -0.974787   -0.974366 0.000172922
          14    -0.97368   -0.974317 0.000167379
          15   -0.973341   -0.974252 0.000168385
          16   -0.974295   -0.974255 0.000157883
          17   -0.973327     -0.9742 0.000157745
          18   -0.973751   -0.974175  0.00015094
          19   -0.973957   -0.974164 0.000143432
          20   -0.974269   -0.974169 0.000136356
          21   -0.974847   -0.974201 0.000133634
          22   -0.974522   -0.974216 0.000128351
          23   -0.974892   -0.974245 0.000126093
          24   -0.974441   -0.974253 0.000121103
          25   -0.975065   -0.974286 0.000120532
          26   -0.974522   -0.974295 0.000116239
          27   -0.974235   -0.974293 0.000111955
          28   -0.973744   -0.974273 0.000109657
          29   -0.973657   -0.974252 0.000107917
          30   -0.973772   -0.974236 0.000105497
          31   -0.973643   -0.974217 0.000103812
          32   -0.974383   -0.974222 0.000100697
          33   -0.974245   -0.974223 9.76481e-05
          34   -0.973933   -0.974214 9.51458e-05
          35   -0.975129    -0.97424  9.5953e-05
          36   -0.974879   -0.974258 9.49132e-05
          37   -0.974263   -0.974258 9.23481e-05
          38     -0.9737   -0.974243 9.10768e-05
          39   -0.973331    -0.97422 9.16971e-05
          40   -0.974195   -0.974219 8.94068e-05
