#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.203513    0.203513           0
           2    0.197778    0.200645   0.0020278
           3    0.204312    0.201867  0.00168029
           4    0.200212    0.201454  0.00131021
           5    0.204956    0.202154  0.00122115
           6    0.208866    0.203273  0.00144161
           7    0.201304    0.202991   0.0012628
           8    0.204187    0.203141  0.00111377
           9     0.20115     0.20292  0.00101175
          10    0.192366    0.201864  0.00135338
          11    0.203794     0.20204  0.00124166
          12    0.195932    0.201531  0.00123812
          13    0.207339    0.201978  0.00122083
          14    0.199213     0.20178  0.00114949
          15    0.194052    0.201265  0.00118268
          16    0.195038    0.200876  0.00117105
          17    0.200492    0.200853  0.00110238
          18     0.20084    0.200852  0.00104114
          19    0.210594    0.201365  0.00110539
          20    0.199892    0.201291  0.00105257
          21    0.203679    0.201405  0.00100857
          22    0.204655    0.201553 0.000973488
          23    0.200629    0.201513 0.000931991
          24    0.198458    0.201385  0.00090181
          25     0.20341    0.201466 0.000869368
          26    0.192807    0.201133 0.000897459
          27    0.199822    0.201085 0.000865532
          28    0.204829    0.201219 0.000844887
          29    0.195751     0.20103 0.000836529
          30    0.205712    0.201186 0.000823071
          31    0.200902    0.201177 0.000796571
          32    0.198263    0.201086 0.000776865
          33     0.20346    0.201158 0.000756648
          34    0.195913    0.201004 0.000749955
          35    0.208908    0.201229 0.000761771
          36    0.205588     0.20135 0.000750172
          37    0.205558    0.201464 0.000738467
          38    0.206282    0.201591 0.000729836
          39     0.19611     0.20145 0.000724529
          40    0.201815     0.20146 0.000706473
