#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.229864    0.229864           0
           2    0.229448    0.229656  0.00014708
           3    0.229292    0.229535 0.000139357
           4    0.229374    0.229495 0.000110159
           5    0.229915    0.229579 0.000115892
           6    0.230067     0.22966 0.000121868
           7    0.230543    0.229786  0.00015668
           8    0.230295     0.22985 0.000149422
           9    0.230096    0.229877 0.000135301
          10    0.229786    0.229868  0.00012208
          11    0.229286    0.229815  0.00012192
          12    0.230058    0.229835 0.000113427
          13    0.230154     0.22986 0.000107309
          14     0.22984    0.229858 9.96537e-05
          15    0.229942    0.229864 9.31667e-05
          16    0.229874    0.229865 8.73457e-05
          17    0.230001    0.229873 8.25756e-05
          18    0.229992    0.229879 7.82523e-05
          19    0.230293    0.229901 7.71086e-05
          20    0.230167    0.229914   7.439e-05
          21    0.229919    0.229915 7.08479e-05
          22    0.230356    0.229935 7.04142e-05
          23    0.229871    0.229932  6.7407e-05
          24    0.229304    0.229906 6.94973e-05
          25    0.229838    0.229903 6.67706e-05
          26    0.230284    0.229918 6.57939e-05
          27    0.229663    0.229908 6.40287e-05
          28    0.230496    0.229929 6.50929e-05
          29    0.230148    0.229937 6.32851e-05
          30    0.230542    0.229957 6.43121e-05
          31    0.230824    0.229985 6.80473e-05
          32    0.229862    0.229981 6.60297e-05
          33    0.229964    0.229981 6.40308e-05
          34    0.230078    0.229983 6.22114e-05
          35    0.229938    0.229982 6.04475e-05
          36    0.230783    0.230004 6.27288e-05
          37    0.229895    0.230001 6.11026e-05
          38    0.230496    0.230014 6.08659e-05
          39    0.230635     0.23003 6.13482e-05
          40    0.230143    0.230033 5.98796e-05
