#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.317418    0.317418           0
           2    0.318098    0.317758 0.000240527
           3    0.317976    0.317831  0.00017104
           4    0.317234    0.317682 0.000182006
           5    0.318189    0.317783 0.000171563
           6     0.31815    0.317844 0.000153482
           7    0.318014    0.317868 0.000133454
           8     0.31864    0.317965 0.000147597
           9    0.318663    0.318042 0.000150195
          10    0.318769    0.318115 0.000151715
          11     0.31792    0.318097 0.000138959
          12    0.319009    0.318173 0.000146668
          13    0.320313    0.318338 0.000208153
          14     0.31837     0.31834 0.000193297
          15    0.317859    0.318308 0.000183052
          16    0.317722    0.318271  0.00017524
          17    0.319024    0.318316 0.000170432
          18     0.31845    0.318323 0.000161127
          19    0.317887      0.3183 0.000154272
          20    0.318399    0.318305 0.000146638
          21    0.318015    0.318291 0.000140305
          22    0.317914    0.318274  0.00013497
          23    0.317967    0.318261 0.000129761
          24    0.316809      0.3182 0.000137736
          25    0.318056    0.318195 0.000132348
          26    0.317761    0.318178 0.000128305
          27    0.317847    0.318166 0.000124136
          28    0.318317    0.318171  0.00011982
          29     0.31847    0.318181 0.000116131
          30    0.319103    0.318212 0.000116252
          31    0.318512    0.318222 0.000112904
          32    0.318669    0.318236 0.000110239
          33    0.318595    0.318247 0.000107434
          34    0.317718    0.318231 0.000105393
          35    0.317635    0.318214 0.000103746
          36    0.317294    0.318188 0.000103966
          37    0.319327    0.318219 0.000105611
          38    0.318639     0.31823 0.000103408
          39    0.318268    0.318231 0.000100761
          40    0.319058    0.318252  0.00010034
