#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.030922    0.030922           0
           2     0.02945    0.030186 0.000520431
           3    0.029576   0.0299827 0.000384629
           4    0.026286   0.0290585 0.000850752
           5    0.022736    0.027794     0.00132
           6    0.018234   0.0262007  0.00182362
           7    0.025588   0.0261131   0.0015652
           8    0.033796   0.0270735  0.00163789
           9     0.03387   0.0278287  0.00162066
          10    0.031026   0.0281484   0.0014898
          11    0.021388   0.0275338   0.0014757
          12    0.021506   0.0270315  0.00143567
          13    0.034032     0.02757  0.00142265
          14    0.031996   0.0278861   0.0013557
          15    0.021248   0.0274436   0.0013356
          16    0.036402   0.0280035  0.00136445
          17      0.0273   0.0279621  0.00128481
          18    0.027198   0.0279197  0.00121413
          19    0.024628   0.0277464  0.00116253
          20    0.023588   0.0275385  0.00112284
          21    0.021612   0.0272563  0.00110427
          22    0.017278   0.0268027  0.00114343
          23    0.030804   0.0269767  0.00110687
          24    0.028654   0.0270466  0.00106296
          25    0.025238   0.0269742   0.0010229
          26    0.017788   0.0266209  0.00104279
          27    0.033782   0.0268861  0.00103735
          28    0.030316   0.0270086  0.00100751
          29    0.024324   0.0269161  0.00097701
          30    0.026326   0.0268964 0.000944641
          31      0.0212   0.0267126  0.00093187
          32    0.034786   0.0269649 0.000936278
          33    0.022578    0.026832 0.000917295
          34    0.019178   0.0266069 0.000917524
          35    0.026194   0.0265951 0.000891385
          36    0.031524    0.026732 0.000877076
          37     0.02557   0.0267006 0.000853933
          38    0.022638   0.0265937 0.000838127
          39    0.025636   0.0265691 0.000816996
          40    0.033718   0.0267479 0.000815885
          41    0.030334   0.0268353  0.00080066
          42    0.021218   0.0267016 0.000792689
          43    0.027632   0.0267232  0.00077455
          44    0.033928    0.026887 0.000774061
          45    0.030032   0.0269568 0.000760009
          46      0.0263   0.0269426 0.000743621
          47    0.030092   0.0270096 0.000730812
          48    0.036244    0.027202 0.000740476
          49      0.0284   0.0272264 0.000725768
          50    0.022692   0.0271357 0.000716896
          51     0.03068   0.0272052   0.0007062
          52    0.014476   0.0269604  0.00073382
          53    0.030096   0.0270196 0.000722355
          54    0.025296   0.0269877 0.000709683
          55    0.021588   0.0268895 0.000703538
          56    0.024314   0.0268435 0.000692476
          57    0.022798   0.0267725 0.000683955
          58    0.031602   0.0268558 0.000677212
          59    0.024998   0.0268243 0.000666466
          60      0.0253   0.0267989 0.000655842
          61     0.02619   0.0267889 0.000645167
          62    0.031118   0.0268587 0.000638528
          63     0.02372   0.0268089 0.000630333
          64    0.024372   0.0267708 0.000621633
          65    0.025846   0.0267566 0.000612232
          66    0.019922   0.0266531 0.000611651
          67    0.025212   0.0266316   0.0006029
          68    0.032536   0.0267184 0.000600254
          69    0.019584    0.026615 0.000600394
          70    0.016352   0.0264684 0.000609455
          71    0.020982   0.0263911  0.00060575
          72    0.029794   0.0264384 0.000599178
          73     0.02455   0.0264125 0.000591528
          74    0.035076   0.0265296 0.000595008
          75    0.025348   0.0265138 0.000587283
          76    0.026378    0.026512 0.000579558
          77    0.025698   0.0265015 0.000572128
          78    0.024434   0.0264749 0.000565406
          79    0.031394   0.0265372 0.000561668
          80    0.031404   0.0265981 0.000557931
          81    0.019952    0.026516 0.000557044
          82    0.023972    0.026485 0.000551114
          83    0.019284   0.0263982 0.000551261
          84    0.019358   0.0263144 0.000551033
          85     0.02352   0.0262815  0.00054553
          86     0.02356   0.0262499 0.000540103
          87    0.030242   0.0262958 0.000535841
          88    0.025026   0.0262813 0.000529946
          89    0.027634   0.0262965  0.00052421
          90    0.030466   0.0263429 0.000520428
          91    0.034256   0.0264298 0.000521923
          92    0.028028   0.0264472 0.000516539
          93     0.02734   0.0264568 0.000511074
          94    0.030918   0.0265043 0.000507836
          95    0.023586   0.0264735 0.000503419
          96     0.02147   0.0264214 0.000500866
          97    0.027162   0.0264291  0.00049576
          98     0.03494   0.0265159  0.00049825
          99    0.026522    0.026516 0.000493217
         100    0.024104   0.0264918 0.000488875
