#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     7.58825     7.58825           0
           2     7.02778     7.30802    0.198155
           3     7.71295       7.443    0.172039
           4     6.95045     7.31986    0.167393
           5      7.3452     7.32493    0.133991
           6     7.55366     7.36305    0.116957
           7     7.19589     7.33917    0.102658
           8     7.64652     7.37759   0.0967477
           9     7.42318     7.38265   0.0861305
          10     6.80133     7.32452   0.0951335
          11     7.40225     7.33159    0.086747
          12     7.66388     7.35928   0.0838213
          13      6.7747     7.31431   0.0886182
          14        7.92     7.35758   0.0922462
          15     7.03111     7.33581   0.0886269
          16     7.35884     7.33725   0.0830994
          17      7.3884     7.34026   0.0782656
          18     7.19322     7.33209   0.0743426
          19      7.4449     7.33803   0.0706666
          20     6.58631     7.30044   0.0764784
          21     7.10717     7.29124   0.0733882
          22     7.14862     7.28476   0.0703381
          23      7.3182     7.28621    0.067295
          24     7.18621     7.28204   0.0646199
          25     7.43758     7.28826   0.0623339
          26     7.67049     7.30297   0.0616456
          27     7.66439     7.31635   0.0607984
          28      7.2434     7.31375   0.0586829
          29     6.90175     7.29954   0.0583537
          30      7.5232     7.30699   0.0568828
          31     7.94201     7.32748   0.0586203
          32     7.83442     7.34332   0.0588901
          33     6.95238     7.33147    0.058285
          34     7.42214     7.33414   0.0566317
          35     7.50798     7.33911    0.055231
          36     7.28444     7.33759   0.0537177
          37     7.26612     7.33566   0.0523005
          38     7.59578      7.3425   0.0513703
          39     6.92763     7.33187   0.0511426
          40     7.73815     7.34202   0.0508627
          41      7.7816     7.35274   0.0507396
          42     7.58967     7.35838   0.0498441
          43     7.52492     7.36226   0.0488351
          44     7.20127      7.3586   0.0478621
          45     7.12338     7.35337   0.0470831
          46     6.85805      7.3426   0.0472748
          47      7.3843     7.34349   0.0462773
          48     7.46562     7.34604    0.045383
          49     7.44954     7.34815    0.044506
          50     7.59531     7.35309   0.0438895
          51     7.36853     7.35339     0.04303
          52     7.27681     7.35192   0.0422277
          53     7.77949     7.35999   0.0421945
          54     7.35983     7.35999   0.0414131
          55     6.97974     7.35307   0.0412332
          56     6.71049      7.3416   0.0420632
          57     7.44408      7.3434   0.0413637
          58     7.45083     7.34525    0.040692
          59     7.39674     7.34612   0.0400116
          60     7.07509      7.3416    0.039599
          61     7.78436     7.34886   0.0396094
          62     7.19957     7.34645   0.0390437
          63      7.0019     7.34098   0.0388051
          64     7.49008     7.34331   0.0382686
          65     7.69314      7.3487   0.0380564
          66     7.23318     7.34695   0.0375201
          67     7.17058     7.34431   0.0370523
          68     6.99678      7.3392   0.0368582
          69     7.09669     7.33569   0.0364912
          70     7.82927     7.34274   0.0366448
          71     7.09385     7.33923    0.036296
          72      7.4682     7.34102    0.035836
          73      7.5032     7.34325   0.0354139
          74      7.3403     7.34321   0.0349354
          75     7.82929     7.34969   0.0350656
          76     7.06407     7.34593    0.034805
          77     7.41299      7.3468   0.0343639
          78     8.39733     7.36027   0.0364673
          79     7.47123     7.36167   0.0360327
          80     7.37508     7.36184   0.0355827
          81     7.56192     7.36431    0.035229
          82      7.0211     7.36013   0.0350472
          83     7.28868     7.35926   0.0346355
          84     7.52486     7.36124   0.0342792
          85       7.256        7.36   0.0338983
          86     7.07606      7.3567   0.0336645
          87     7.49747     7.35831   0.0333164
          88     7.84616     7.36386   0.0333959
          89     6.85243     7.35811   0.0335114
          90     7.67088     7.36159   0.0333187
          91     7.59087     7.36411   0.0330477
          92     6.94277     7.35953   0.0330043
          93     7.98692     7.36627   0.0333318
          94     7.98237     7.37283   0.0336154
          95     7.84112     7.37776    0.033621
          96     6.85007     7.37226   0.0337171
          97     7.50365     7.37361   0.0333967
          98     7.40122      7.3739   0.0330571
          99     7.58492     7.37603   0.0327919
         100      7.7454     7.37972   0.0326713
