#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.156826    0.156826           0
           2     0.15787    0.157348  0.00036911
           3    0.169522    0.161406  0.00332247
           4    0.115576    0.149949   0.0102306
           5    0.125138    0.144986   0.0093104
           6     0.16285    0.147964  0.00822093
           7    0.131528    0.145616  0.00737419
           8      0.1952    0.151814  0.00867452
           9    0.145174    0.151076    0.007742
          10     0.14278    0.150246   0.0070121
          11    0.134666     0.14883  0.00651612
          12    0.155672      0.1494    0.005998
          13    0.165932    0.150672  0.00566983
          14    0.162668    0.151529  0.00532919
          15    0.140296     0.15078  0.00502625
          16    0.136348    0.149878  0.00479236
          17    0.126984    0.148531  0.00469586
          18    0.140508    0.148085  0.00445609
          19    0.133866    0.147337  0.00428394
          20    0.134656    0.146703   0.0041164
          21    0.159938    0.147333  0.00396833
          22    0.120972    0.146135  0.00396473
          23     0.16224    0.146835  0.00385369
          24     0.17535    0.148023  0.00387194
          25    0.149796    0.148094  0.00371771
          26    0.128728    0.147349  0.00364858
          27    0.150834    0.147478  0.00351573
          28    0.150402    0.147583  0.00339172
          29      0.1462    0.147535   0.0032751
          30    0.144982     0.14745  0.00316703
          31     0.14012    0.147214  0.00307368
          32    0.172068     0.14799   0.0030742
          33    0.133586    0.147554  0.00301187
          34    0.125558    0.146907  0.00299196
          35    0.118056    0.146083  0.00301789
          36    0.139036    0.145887   0.0029404
          37    0.116776      0.1451  0.00296432
          38    0.139392     0.14495  0.00289012
          39    0.144214    0.144931  0.00281607
          40    0.194376    0.146167  0.00300475
          41    0.154748    0.146376  0.00293874
          42    0.142024    0.146273   0.0028706
          43    0.160292    0.146599   0.0028223
          44    0.160718     0.14692  0.00277634
          45     0.17228    0.147483  0.00277125
          46    0.127774    0.147055  0.00274392
          47    0.162404    0.147381  0.00270491
          48    0.170256    0.147858  0.00269021
          49    0.156478    0.148034  0.00264105
          50     0.12327    0.147539  0.00263426
          51      0.1827    0.148228  0.00267131
          52    0.140422    0.148078  0.00262415
          53    0.128984    0.147718  0.00259925
          54    0.144472    0.147658  0.00255181
          55    0.118162    0.147121  0.00256115
          56     0.10761    0.146416  0.00261079
          57    0.123104    0.146007  0.00259682
          58    0.159926    0.146247  0.00256311
          59    0.115638    0.145728  0.00257164
          60    0.118966    0.145282  0.00256717
          61    0.129806    0.145028  0.00253759
          62    0.133992     0.14485  0.00250289
          63    0.130064    0.144615  0.00247414
          64    0.126494    0.144332  0.00245163
          65     0.12324    0.144008   0.0024353
          66     0.11848    0.143621  0.00242892
          67    0.147974    0.143686  0.00239354
          68     0.18239    0.144255  0.00242507
          69    0.141724    0.144218   0.0023902
          70    0.123732    0.143926   0.0023739
          71    0.161152    0.144168  0.00235283
          72    0.150576    0.144257  0.00232184
          73    0.140264    0.144203  0.00229068
          74    0.157454    0.144382  0.00226671
          75    0.148024     0.14443  0.00223701
          76    0.142142      0.1444  0.00220778
          77     0.14002    0.144343  0.00217984
          78    0.125768    0.144105  0.00216486
          79     0.13841    0.144033  0.00213866
          80    0.168542    0.144339  0.00213375
          81     0.11597    0.143989  0.00213596
          82    0.165022    0.144246  0.00212526
          83     0.10937    0.143826  0.00214079
          84     0.14088     0.14379  0.00211559
          85    0.143684    0.143789   0.0020907
          86      0.1554    0.143924  0.00207074
          87    0.145774    0.143946  0.00204705
          88    0.134904    0.143843  0.00202637
          89    0.182298    0.144275  0.00204915
          90    0.166502    0.144522  0.00204121
          91    0.174842    0.144855  0.00204579
          92    0.151528    0.144928  0.00202484
          93     0.15516    0.145038  0.00200605
          94    0.140448    0.144989  0.00198531
          95    0.144776    0.144987  0.00196441
          96    0.125172     0.14478  0.00195476
          97     0.16493    0.144988  0.00194561
          98    0.155674    0.145097  0.00192881
          99    0.160722    0.145255  0.00191578
         100    0.118214    0.144984  0.00191561
