#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.421865    0.421865           0
           2    0.418932    0.420399  0.00103696
           3    0.421309    0.420702 0.000734345
           4    0.411788    0.418474  0.00200698
           5    0.411312    0.417041  0.00205403
           6     0.42657    0.418629   0.0022431
           7    0.410017    0.417399  0.00223476
           8    0.418943    0.417592  0.00196374
           9    0.422346     0.41812  0.00181521
          10    0.416166    0.417925  0.00164418
          11    0.408314    0.417051  0.00171116
          12     0.41475    0.416859  0.00157927
          13    0.411703    0.416463  0.00150678
          14    0.418846    0.416633  0.00140873
          15    0.416208    0.416605   0.0013151
          16    0.403424    0.415781  0.00146841
          17    0.424094     0.41627  0.00146119
          18    0.423522    0.416673  0.00143449
          19    0.414097    0.416537  0.00136538
          20    0.406368    0.416029  0.00138856
          21    0.426728    0.416538  0.00141283
          22    0.418854    0.416643  0.00135252
          23    0.433998    0.417398  0.00148939
          24    0.419826    0.417499  0.00143076
          25    0.427515      0.4179  0.00142852
          26    0.426207    0.418219  0.00140886
          27    0.429808    0.418649  0.00142055
          28    0.413607    0.418468  0.00138119
          29    0.406423    0.418053  0.00139462
          30    0.421035    0.418153  0.00135167
          31    0.424872    0.418369  0.00132533
          32    0.423307    0.418524  0.00129287
          33    0.404192    0.418089  0.00132462
          34    0.407723    0.417784  0.00132028
          35    0.414087    0.417679  0.00128678
          36    0.417605    0.417677  0.00125104
          37    0.412776    0.417544  0.00122422
          38      0.4169    0.417527  0.00119212
          39    0.407905    0.417281  0.00118681
          40    0.433771    0.417693  0.00122665
          41     0.43142    0.418028  0.00124158
          42     0.41683    0.417999  0.00121235
          43    0.421052     0.41807  0.00118623
          44    0.415328    0.418008   0.0011609
          45    0.409927    0.417828  0.00114891
          46    0.407167    0.417596  0.00114707
          47    0.415917    0.417561  0.00112322
          48    0.430896    0.417839  0.00113366
          49    0.422453    0.417933  0.00111443
          50    0.413691    0.417848  0.00109536
          51    0.423389    0.417957  0.00107926
          52    0.405555    0.417718  0.00108453
          53    0.434604    0.418037  0.00110988
          54    0.419875    0.418071  0.00108985
          55    0.414099    0.417998  0.00107242
          56    0.422299    0.418075  0.00105602
          57    0.411526     0.41796  0.00104373
          58    0.419362    0.417985  0.00102601
          59    0.421438    0.418043  0.00101029
          60    0.422244    0.418113 0.000995873
          61    0.418395    0.418118 0.000979558
          62    0.419092    0.418133 0.000963884
          63    0.425112    0.418244 0.000954928
          64    0.418816    0.418253  0.00094005
          65    0.414278    0.418192 0.000927574
          66    0.410964    0.418082 0.000919962
          67    0.404574    0.417881  0.00092806
          68     0.41749    0.417875  0.00091443
          69    0.414697    0.417829 0.000902337
          70    0.427948    0.417974 0.000900951
          71    0.433724    0.418195 0.000915164
          72    0.416137    0.418167   0.0009029
          73    0.430736    0.418339   0.0009068
          74    0.431703     0.41852 0.000912352
          75     0.41841    0.418518 0.000900188
          76    0.420224    0.418541 0.000888623
          77    0.427093    0.418652 0.000883996
          78    0.428309    0.418775 0.000881291
          79    0.427545    0.418886 0.000877098
          80    0.433533     0.41907 0.000885037
          81    0.427074    0.419168  0.00087961
          82    0.419451    0.419172  0.00086889
          83    0.424463    0.419236 0.000860757
          84    0.419774    0.419242 0.000850534
          85    0.423171    0.419288 0.000841783
          86    0.420253    0.419299 0.000832069
          87    0.417724    0.419281 0.000822702
          88    0.432448    0.419431 0.000826847
          89    0.424503    0.419488 0.000819518
          90    0.421927    0.419515 0.000810861
          91    0.416019    0.419477  0.00080286
          92    0.424832    0.419535  0.00079624
          93    0.427375    0.419619 0.000792129
          94    0.419603    0.419619 0.000783702
          95    0.410749    0.419526 0.000780994
          96    0.416747    0.419497 0.000773395
          97    0.410527    0.419404 0.000770931
          98    0.425594    0.419467 0.000765647
          99    0.423485    0.419508 0.000758988
         100    0.423521    0.419548 0.000752459
