#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.462032   -0.462032           0
           2   -0.459364   -0.460698  0.00094328
           3   -0.462036   -0.461144 0.000726683
           4   -0.462236   -0.461417 0.000594083
           5   -0.463248   -0.461783   0.0005772
           6   -0.462088   -0.461834 0.000483231
           7   -0.461844   -0.461835   0.0004142
           8    -0.46188   -0.461841 0.000362462
           9   -0.461928   -0.461851 0.000322318
          10   -0.461496   -0.461815 0.000292031
          11   -0.460988    -0.46174 0.000274994
          12   -0.464152   -0.461941  0.00031714
          13   -0.464588   -0.462145 0.000352093
          14   -0.460216   -0.462007 0.000352865
          15   -0.461656   -0.461983 0.000330115
          16   -0.462972   -0.462045 0.000315211
          17   -0.462208   -0.462055 0.000296815
          18    -0.46174   -0.462037  0.00028084
          19   -0.462812   -0.462078 0.000269002
          20    -0.46122   -0.462035 0.000258951
          21    -0.46256    -0.46206 0.000247823
          22   -0.461684   -0.462043 0.000237148
          23   -0.461896   -0.462037 0.000226923
          24   -0.462128   -0.462041   0.0002175
          25   -0.462488   -0.462058 0.000209535
          26   -0.463112   -0.462099 0.000205357
          27    -0.45944      -0.462 0.000220101
          28    -0.46198      -0.462 0.000212241
          29   -0.463136   -0.462039 0.000208508
          30   -0.460944   -0.462002 0.000204727
          31    -0.46348    -0.46205 0.000203596
          32    -0.46178   -0.462042 0.000197409
          33   -0.463264   -0.462079 0.000194871
          34    -0.46086   -0.462043 0.000192407
          35   -0.461748   -0.462034 0.000187094
          36    -0.46176   -0.462027 0.000182052
          37   -0.461132   -0.462003 0.000178731
          38   -0.463728   -0.462048 0.000179703
          39   -0.461936   -0.462045 0.000175118
          40   -0.462936   -0.462067  0.00017215
          41    -0.46162   -0.462056 0.000168297
          42   -0.461172   -0.462035 0.000165602
          43    -0.46224    -0.46204 0.000161819
          44   -0.461824   -0.462035 0.000158216
          45   -0.463624   -0.462071  0.00015859
          46    -0.46148   -0.462058 0.000155662
          47   -0.463392   -0.462086 0.000154917
          48   -0.462512   -0.462095 0.000151943
          49   -0.461264   -0.462078 0.000149786
          50    -0.46208   -0.462078  0.00014679
          51   -0.463704    -0.46211 0.000147333
          52   -0.460972   -0.462088 0.000146116
          53   -0.462436   -0.462095 0.000143506
          54   -0.461868    -0.46209  0.00014091
          55   -0.461404   -0.462078   0.0001389
          56   -0.460784   -0.462055 0.000138328
          57   -0.461828   -0.462051 0.000135959
          58    -0.46258    -0.46206  0.00013392
          59   -0.462924   -0.462075 0.000132449
          60    -0.46106   -0.462058 0.000131316
          61   -0.462496   -0.462065  0.00012936
          62   -0.461952   -0.462063 0.000127286
          63   -0.462448   -0.462069 0.000125412
          64   -0.463184   -0.462087 0.000124657
          65    -0.46388   -0.462114 0.000125755
          66     -0.4623   -0.462117 0.000123881
          67   -0.463028   -0.462131 0.000122776
          68   -0.461612   -0.462123 0.000121207
          69   -0.462328   -0.462126 0.000119487
          70   -0.462464   -0.462131 0.000117878
          71     -0.4619   -0.462128 0.000116262
          72   -0.462444   -0.462132  0.00011473
          73    -0.46244   -0.462136 0.000113236
          74   -0.460052   -0.462108 0.000115155
          75   -0.461368   -0.462098 0.000114042
          76    -0.46358   -0.462118 0.000114196
          77   -0.462196   -0.462119 0.000112718
          78   -0.462972    -0.46213 0.000111802
          79    -0.46012   -0.462104 0.000113244
          80   -0.463232   -0.462118 0.000112702
          81     -0.4619   -0.462116 0.000111343
          82   -0.464004   -0.462139 0.000112342
          83   -0.462188   -0.462139  0.00011099
          84   -0.461384    -0.46213 0.000110032
          85   -0.462096    -0.46213 0.000108738
          86   -0.461248    -0.46212 0.000107956
          87   -0.463864    -0.46214 0.000108562
          88   -0.461688   -0.462134 0.000107449
          89    -0.46176    -0.46213 0.000106324
          90   -0.462468   -0.462134 0.000105209
          91   -0.460924   -0.462121  0.00010489
          92   -0.461324   -0.462112 0.000104107
          93   -0.461744   -0.462108 0.000103062
          94   -0.461056   -0.462097 0.000102572
          95    -0.46302   -0.462107 0.000101951
          96     -0.4633   -0.462119 0.000101644
          97   -0.464588   -0.462144 0.000103734
          98   -0.462972   -0.462153 0.000103019
          99   -0.462892    -0.46216 0.000102249
         100   -0.464656   -0.462185 0.000104227
