#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.96128    -0.96128           0
           2   -0.965024   -0.963152   0.0013237
           3   -0.966568   -0.964291  0.00128184
           4   -0.972504   -0.966344  0.00202148
           5   -0.963168   -0.965709  0.00171408
           6    -0.97086   -0.966567  0.00162928
           7   -0.973624   -0.967575  0.00167969
           8   -0.978336    -0.96892  0.00193473
           9   -0.971416   -0.969198  0.00173951
          10   -0.976788   -0.969957  0.00172322
          11   -0.971244   -0.970074  0.00157053
          12   -0.971252   -0.970172  0.00144272
          13   -0.973548   -0.970432  0.00135491
          14   -0.971688   -0.970521   0.0012611
          15    -0.97502   -0.970821  0.00121216
          16   -0.973288   -0.970975  0.00114617
          17   -0.976972   -0.971328  0.00113172
          18   -0.973384   -0.971442  0.00107459
          19     -0.9694   -0.971335   0.0010234
          20   -0.975816   -0.971559 0.000996454
          21   -0.973296   -0.971642 0.000952431
          22   -0.981788   -0.972103  0.00101467
          23   -0.970548   -0.972035 0.000972808
          24   -0.973256   -0.972086 0.000933603
          25   -0.978212   -0.972331 0.000927858
          26   -0.974292   -0.972407  0.00089523
          27     -0.9697   -0.972306 0.000867668
          28   -0.975716   -0.972428 0.000845182
          29   -0.967772   -0.972268 0.000831148
          30   -0.969248   -0.972167 0.000809515
          31   -0.965816   -0.971962  0.00080891
          32   -0.974976   -0.972056 0.000789095
          33    -0.97414   -0.972119 0.000767706
          34   -0.975944   -0.972232 0.000753322
          35   -0.973688   -0.972273 0.000732947
          36   -0.980576   -0.972504 0.000747991
          37   -0.979944   -0.972705 0.000754319
          38   -0.977904   -0.972842 0.000746772
          39   -0.972676   -0.972838 0.000727636
          40   -0.980072   -0.973019 0.000731576
          41   -0.963184   -0.972779 0.000752029
          42   -0.983532   -0.973035 0.000776485
          43   -0.976508   -0.973116 0.000762616
          44   -0.970056   -0.973046 0.000748448
          45   -0.964844   -0.972864 0.000753682
          46   -0.967212   -0.972741 0.000747245
          47    -0.97542   -0.972798 0.000733517
          48   -0.978544   -0.972918 0.000727939
          49   -0.975052   -0.972961 0.000714385
          50   -0.974232   -0.972987 0.000700549
          51   -0.979972   -0.973124 0.000700075
          52   -0.974064   -0.973142 0.000686845
          53   -0.978532   -0.973243 0.000681374
          54    -0.97834   -0.973338 0.000675262
          55   -0.975936   -0.973385 0.000664635
          56   -0.974644   -0.973407 0.000653146
          57   -0.983432   -0.973583 0.000664944
          58    -0.96712   -0.973472 0.000662751
          59   -0.979436   -0.973573 0.000659182
          60   -0.979736   -0.973676  0.00065615
          61   -0.974628   -0.973691 0.000645579
          62   -0.965764   -0.973563 0.000647705
          63    -0.96728   -0.973464 0.000645057
          64   -0.977936   -0.973534 0.000638752
          65   -0.972824   -0.973523 0.000629018
          66   -0.971344    -0.97349 0.000620353
          67   -0.973272   -0.973486 0.000611102
          68   -0.970188   -0.973438 0.000604038
          69    -0.97462   -0.973455 0.000595526
          70    -0.97716   -0.973508 0.000589366
          71   -0.973104   -0.973502 0.000581093
          72   -0.975352   -0.973528  0.00057359
          73    -0.97058   -0.973488 0.000567152
          74   -0.973036   -0.973481 0.000559521
          75    -0.97708   -0.973529 0.000554114
          76    -0.97704   -0.973576 0.000548745
          77    -0.96748   -0.973496 0.000547299
          78   -0.978032   -0.973555 0.000543362
          79   -0.972024   -0.973535  0.00053683
          80   -0.975508    -0.97356 0.000530685
          81   -0.974048   -0.973566 0.000524168
          82    -0.96828   -0.973501 0.000521724
          83   -0.975368   -0.973524 0.000515923
          84    -0.97816   -0.973579 0.000512724
          85   -0.976024   -0.973608 0.000507499
          86   -0.978416   -0.973664 0.000504668
          87   -0.973196   -0.973658 0.000498895
          88    -0.97388   -0.973661 0.000493232
          89   -0.975936   -0.973687 0.000488352
          90   -0.973212   -0.973681 0.000482955
          91   -0.976828   -0.973716 0.000478884
          92   -0.984136   -0.973829 0.000486889
          93   -0.973664   -0.973827 0.000481656
          94   -0.973556   -0.973824 0.000476541
          95    -0.97776   -0.973866 0.000473322
          96   -0.984468   -0.973976 0.000481103
          97   -0.971708   -0.973953 0.000476712
          98   -0.975352   -0.973967 0.000472061
          99   -0.973436   -0.973962 0.000467323
         100   -0.976112   -0.973983 0.000463144
